wave,40_30_30
4.591,0.036575055
4.592,0.036622529
4.593,0.036670202
4.594,0.036718075
4.595,0.036766147
4.596,0.03681442
4.597,0.036862896
4.598,0.036911582
4.599,0.03696048
4.6,0.037009582
4.601,0.037058891
4.602,0.037108407
4.603,0.037158132
4.604,0.037208065
4.605,0.037258209
4.606,0.037308565
4.607,0.037359132
4.608,0.037409913
4.609,0.037460909
4.61,0.03751212
4.611,0.037563548
4.612,0.037615194
4.613,0.037667058
4.614,0.037719143
4.615,0.037771449
4.616,0.037823976
4.617,0.037876727
4.618,0.037929703
4.619,0.037982904
4.62,0.038036331
4.621,0.038089987
4.622,0.038143871
4.623,0.038197986
4.624,0.038252332
4.625,0.03830691
4.626,0.038361722
4.627,0.038416768
4.628,0.038472051
4.629,0.038527571
4.63,0.038583329
4.631,0.038639327
4.632,0.038695566
4.633,0.038752047
4.634,0.038808771
4.635,0.038865739
4.636,0.038922954
4.637,0.038980415
4.638,0.039038125
4.639,0.039096084
4.64,0.039154294
4.641,0.039212757
4.642,0.039271472
4.643,0.039330443
4.644,0.039389669
4.645,0.039449153
4.646,0.039508895
4.647,0.039568898
4.648,0.039629161
4.649,0.039689688
4.65,0.039750478
4.651,0.039811534
4.652,0.039872856
4.653,0.039934447
4.654,0.039996307
4.655,0.040058438
4.656,0.040120842
4.657,0.040183519
4.658,0.040246471
4.659,0.0403097
4.66,0.040373207
4.661,0.040436994
4.662,0.040501061
4.663,0.040565411
4.664,0.040630044
4.665,0.040694963
4.666,0.040760169
4.667,0.040825663
4.668,0.040891447
4.669,0.040957523
4.67,0.041023898
4.671,0.041090563
4.672,0.041157522
4.673,0.041224778
4.674,0.041292333
4.675,0.041360189
4.676,0.041428348
4.677,0.04149681
4.678,0.041565577
4.679,0.041634652
4.68,0.041704036
4.681,0.041773729
4.682,0.041843734
4.683,0.041914037
4.684,0.041984655
4.685,0.042055591
4.686,0.042126845
4.687,0.042198419
4.688,0.042270316
4.689,0.042342536
4.69,0.042415082
4.691,0.042487955
4.692,0.042561158
4.693,0.042634691
4.694,0.042708556
4.695,0.042782756
4.696,0.042857292
4.697,0.042932166
4.698,0.04300738
4.699,0.043082935
4.7,0.043158834
4.701,0.043235078
4.702,0.043311669
4.703,0.043388609
4.704,0.043465901
4.705,0.043543545
4.706,0.043621543
4.707,0.043699899
4.708,0.043778613
4.709,0.043857687
4.71,0.043937125
4.711,0.044016926
4.712,0.044097094
4.713,0.044177631
4.714,0.044258538
4.715,0.044339818
4.716,0.044421472
4.717,0.044503503
4.718,0.044585912
4.719,0.044668703
4.72,0.044751876
4.721,0.044796877
4.722,0.044841972
4.723,0.044887161
4.724,0.044932443
4.725,0.044977821
4.726,0.045023293
4.727,0.04506886
4.728,0.045114522
4.729,0.045160279
4.73,0.045206132
4.731,0.04525208
4.732,0.045298125
4.733,0.045344265
4.734,0.045390502
4.735,0.045436836
4.736,0.045483267
4.737,0.045529795
4.738,0.04557642
4.739,0.045623142
4.74,0.045669963
4.741,0.045716882
4.742,0.045763898
4.743,0.045811014
4.744,0.045858228
4.745,0.045905541
4.746,0.045952953
4.747,0.046000465
4.748,0.046048076
4.749,0.046095787
4.75,0.046143599
4.751,0.04619151
4.752,0.046239523
4.753,0.046287636
4.754,0.04633585
4.755,0.046384166
4.756,0.046432583
4.757,0.046481102
4.758,0.046529723
4.759,0.046578447
4.76,0.046627273
4.761,0.046676202
4.762,0.046725234
4.763,0.046774369
4.764,0.046823607
4.765,0.04687295
4.766,0.046922396
4.767,0.046972259
4.768,0.047022359
4.769,0.047072565
4.77,0.047122876
4.771,0.047173292
4.772,0.047223814
4.773,0.047274442
4.774,0.047325176
4.775,0.047376016
4.776,0.047426963
4.777,0.047478033
4.778,0.047529194
4.779,0.047580463
4.78,0.04763184
4.781,0.047683325
4.782,0.047734917
4.783,0.047786619
4.784,0.047838429
4.785,0.047890348
4.786,0.047942377
4.787,0.047994515
4.788,0.048046763
4.789,0.048099121
4.79,0.048151589
4.791,0.048204168
4.792,0.048256858
4.793,0.048309659
4.794,0.048362572
4.795,0.048415596
4.796,0.048468732
4.797,0.04852198
4.798,0.048575341
4.799,0.048628814
4.8,0.048682401
4.801,0.048736101
4.802,0.048789914
4.803,0.048843842
4.804,0.048897883
4.805,0.048952039
4.806,0.04900631
4.807,0.049060695
4.808,0.049115196
4.809,0.049169812
4.81,0.049224544
4.811,0.049279393
4.812,0.049334357
4.813,0.049389439
4.814,0.049444637
4.815,0.049499952
4.816,0.049555385
4.817,0.049610936
4.818,0.049666605
4.819,0.049722392
4.82,0.049778298
4.821,0.049834323
4.822,0.049890467
4.823,0.049946731
4.824,0.050003114
4.825,0.050059618
4.826,0.050116241
4.827,0.050172986
4.828,0.050229852
4.829,0.050286839
4.83,0.050343947
4.831,0.050401178
4.832,0.05045853
4.833,0.050516006
4.834,0.050573603
4.835,0.050631324
4.836,0.050689169
4.837,0.050747137
4.838,0.050805229
4.839,0.050863446
4.84,0.050921787
4.841,0.050980253
4.842,0.051038844
4.843,0.05109756
4.844,0.051156403
4.845,0.051215372
4.846,0.051274467
4.847,0.051333689
4.848,0.051393038
4.849,0.051452514
4.85,0.051512118
4.851,0.05157185
4.852,0.05163171
4.853,0.051691699
4.854,0.051751816
4.855,0.051812063
4.856,0.05187244
4.857,0.051932946
4.858,0.051993583
4.859,0.05205435
4.86,0.052115249
4.861,0.052176278
4.862,0.052237439
4.863,0.052298732
4.864,0.052360157
4.865,0.052421715
4.866,0.052483405
4.867,0.052545229
4.868,0.052607187
4.869,0.052669278
4.87,0.052731503
4.871,0.052793863
4.872,0.052856358
4.873,0.052918988
4.874,0.052981754
4.875,0.053044656
4.876,0.053107693
4.877,0.053170868
4.878,0.053234179
4.879,0.053297628
4.88,0.053361214
4.881,0.053424938
4.882,0.0534888
4.883,0.053552801
4.884,0.053616947
4.885,0.053681244
4.886,0.053745663
4.887,0.053810222
4.888,0.053874922
4.889,0.053939762
4.89,0.054004743
4.891,0.054069866
4.892,0.054135131
4.893,0.054200538
4.894,0.054266087
4.895,0.05433178
4.896,0.054397615
4.897,0.054463594
4.898,0.054529717
4.899,0.054595985
4.9,0.054662397
4.901,0.054690843
4.902,0.054719303
4.903,0.054747778
4.904,0.054776268
4.905,0.054804772
4.906,0.05483329
4.907,0.054861824
4.908,0.054890371
4.909,0.054918933
4.91,0.05494751
4.911,0.054976101
4.912,0.055004707
4.913,0.055033327
4.914,0.055061962
4.915,0.055090611
4.916,0.055119275
4.917,0.055147954
4.918,0.055176647
4.919,0.055205355
4.92,0.055234077
4.921,0.055262814
4.922,0.055291565
4.923,0.055320331
4.924,0.055349111
4.925,0.055377906
4.926,0.055406716
4.927,0.05543554
4.928,0.055464379
4.929,0.055493232
4.93,0.0555221
4.931,0.055550983
4.932,0.05557988
4.933,0.055608792
4.934,0.055637718
4.935,0.055666384
4.936,0.05569488
4.937,0.055723391
4.938,0.055751917
4.939,0.055780457
4.94,0.055809011
4.941,0.05583758
4.942,0.055866164
4.943,0.055894763
4.944,0.055923376
4.945,0.055952003
4.946,0.055980645
4.947,0.056009302
4.948,0.056037973
4.949,0.056066659
4.95,0.056095359
4.951,0.056124074
4.952,0.056152804
4.953,0.056181548
4.954,0.056210307
4.955,0.05623908
4.956,0.056267868
4.957,0.056296671
4.958,0.056325488
4.959,0.05635432
4.96,0.056383167
4.961,0.056412028
4.962,0.056440904
4.963,0.056469794
4.964,0.056498699
4.965,0.056527619
4.966,0.056556553
4.967,0.056585502
4.968,0.056614465
4.969,0.056643443
4.97,0.056672436
4.971,0.056701444
4.972,0.056730466
4.973,0.056759503
4.974,0.056788554
4.975,0.05681762
4.976,0.056846701
4.977,0.056875796
4.978,0.056904906
4.979,0.056934031
4.98,0.05696317
4.981,0.056992324
4.982,0.057021493
4.983,0.057050677
4.984,0.057079875
4.985,0.057109088
4.986,0.057138315
4.987,0.057167557
4.988,0.057196814
4.989,0.057226086
4.99,0.057255372
4.991,0.057284673
4.992,0.057314023
4.993,0.057343353
4.994,0.057372698
4.995,0.057402058
4.996,0.057431433
4.997,0.057460822
4.998,0.057490226
4.999,0.057519645
5,0.057549079
5.001,0.057561369
5.002,0.057573658
5.003,0.057585945
5.004,0.057598231
5.005,0.057610515
5.006,0.057622797
5.007,0.057635078
5.008,0.057647356
5.009,0.057659634
5.01,0.057671909
5.011,0.057684183
5.012,0.057696455
5.013,0.057708726
5.014,0.057720995
5.015,0.057733262
5.016,0.057745527
5.017,0.057757791
5.018,0.057770053
5.019,0.057782316
5.02,0.05779459
5.021,0.057806863
5.022,0.057819135
5.023,0.057831405
5.024,0.057843673
5.025,0.057855939
5.026,0.057868204
5.027,0.057880467
5.028,0.057892728
5.029,0.057904987
5.03,0.057917245
5.031,0.057929501
5.032,0.057941756
5.033,0.057954009
5.034,0.05796626
5.035,0.057978509
5.036,0.057990757
5.037,0.058003003
5.038,0.058015247
5.039,0.058027489
5.04,0.05803973
5.041,0.058051969
5.042,0.058064207
5.043,0.058076442
5.044,0.058088676
5.045,0.058100908
5.046,0.058113139
5.047,0.058125368
5.048,0.058137595
5.049,0.05814982
5.05,0.058162044
5.051,0.058174266
5.052,0.058186486
5.053,0.058198704
5.054,0.058210921
5.055,0.058223136
5.056,0.058235349
5.057,0.058247561
5.058,0.05825977
5.059,0.058271979
5.06,0.058284185
5.061,0.058296389
5.062,0.058308592
5.063,0.058320793
5.064,0.058332993
5.065,0.05834519
5.066,0.058357386
5.067,0.05836958
5.068,0.058381772
5.069,0.058393963
5.07,0.058406152
5.071,0.058418339
5.072,0.058430524
5.073,0.058442708
5.074,0.05845489
5.075,0.05846707
5.076,0.058479248
5.077,0.058491424
5.078,0.058503599
5.079,0.058515772
5.08,0.058527943
5.081,0.058540113
5.082,0.058552281
5.083,0.058564447
5.084,0.058576611
5.085,0.058588773
5.086,0.058600934
5.087,0.058613093
5.088,0.05862525
5.089,0.058637405
5.09,0.058649558
5.091,0.05866171
5.092,0.05867386
5.093,0.058686008
5.094,0.058698155
5.095,0.058710299
5.096,0.058722442
5.097,0.058734583
5.098,0.058746722
5.099,0.058758908
5.1,0.058771043
5.101,0.058764026
5.102,0.058757018
5.103,0.058750019
5.104,0.058743016
5.105,0.058736018
5.106,0.058729028
5.107,0.058722047
5.108,0.058715075
5.109,0.058708112
5.11,0.058701157
5.111,0.058694212
5.112,0.058687275
5.113,0.058680347
5.114,0.058673428
5.115,0.058666518
5.116,0.058659616
5.117,0.058652724
5.118,0.05864584
5.119,0.058638964
5.12,0.058632098
5.121,0.05862524
5.122,0.058618391
5.123,0.05861155
5.124,0.058604718
5.125,0.058597895
5.126,0.058591081
5.127,0.058584275
5.128,0.058577478
5.129,0.058570689
5.13,0.058563909
5.131,0.058557138
5.132,0.058550375
5.133,0.058543621
5.134,0.058536876
5.135,0.058530139
5.136,0.05852341
5.137,0.05851669
5.138,0.058509979
5.139,0.058503276
5.14,0.058496581
5.141,0.058489895
5.142,0.058483218
5.143,0.058476549
5.144,0.058469889
5.145,0.058463237
5.146,0.058456593
5.147,0.058449958
5.148,0.058443331
5.149,0.058436713
5.15,0.058430103
5.151,0.058423501
5.152,0.058416908
5.153,0.058410323
5.154,0.058403746
5.155,0.058397178
5.156,0.058390618
5.157,0.058384067
5.158,0.058377524
5.159,0.058370989
5.16,0.058364462
5.161,0.058357944
5.162,0.058351434
5.163,0.058344932
5.164,0.058338438
5.165,0.058331953
5.166,0.058325476
5.167,0.058319007
5.168,0.058312546
5.169,0.058306094
5.17,0.05829965
5.171,0.058293213
5.172,0.058286785
5.173,0.058280366
5.174,0.058273954
5.175,0.05826755
5.176,0.058261155
5.177,0.058254768
5.178,0.058248388
5.179,0.058242017
5.18,0.058235654
5.181,0.058229299
5.182,0.058222952
5.183,0.058216613
5.184,0.058210283
5.185,0.05820396
5.186,0.058197645
5.187,0.058191338
5.188,0.058185045
5.189,0.058178772
5.19,0.058172507
5.191,0.05816625
5.192,0.058160001
5.193,0.05815376
5.194,0.058147527
5.195,0.058141302
5.196,0.058135085
5.197,0.058128876
5.198,0.058122674
5.199,0.058116481
