wave_nm,Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9
850,0,1.43E-159,7.59E-82,1.91E-137,1.10E-99,1.18E-38,8.98E-08,0.000680906,0.00059978
851,0,2.34E-160,2.46E-82,1.81E-138,1.49E-100,4.25E-39,6.91E-08,0.000592966,0.000651003
852,0,3.80E-161,7.92E-83,1.70E-139,1.99E-101,1.52E-39,5.31E-08,0.000514972,0.000705824
853,0,6.14E-162,2.55E-83,1.58E-140,2.65E-102,5.43E-40,4.06E-08,0.000446013,0.000764419
854,0,9.88E-163,8.15E-84,1.46E-141,3.49E-103,1.92E-40,3.10E-08,0.000385232,0.000826969
855,0,1.58E-163,2.60E-84,1.34E-142,4.55E-104,6.76E-41,2.36E-08,0.000331824,0.000893654
856,0,2.53E-164,8.28E-85,1.21E-143,5.89E-105,2.37E-41,1.79E-08,0.000285039,0.000964654
857,0,4.01E-165,2.62E-85,1.09E-144,7.55E-106,8.22E-42,1.36E-08,0.000244181,0.001040151
858,0,6.34E-166,8.29E-86,9.73E-146,9.60E-107,2.84E-42,1.03E-08,0.000208607,0.001120323
859,0,9.98E-167,2.61E-86,8.59E-147,1.21E-107,9.75E-43,7.73E-09,0.000177729,0.001205347
860,0,1.56E-167,8.19E-87,7.52E-148,1.51E-108,3.33E-43,5.81E-09,0.000151007,0.001295399
861,0,2.44E-168,2.56E-87,6.53E-149,1.87E-109,1.13E-43,4.35E-09,0.000127952,0.001390648
862,0,3.79E-169,7.97E-88,5.62E-150,2.29E-110,3.80E-44,3.25E-09,0.000108121,0.001491259
863,0,5.85E-170,2.48E-88,4.79E-151,2.79E-111,1.27E-44,2.42E-09,9.11E-05,0.001597391
864,0,9.00E-171,7.66E-89,4.05E-152,3.36E-112,4.24E-45,1.80E-09,7.66E-05,0.001709195
865,0,1.38E-171,2.36E-89,3.39E-153,4.01E-113,1.40E-45,1.33E-09,6.42E-05,0.001826814
866,0,2.10E-172,7.25E-90,2.81E-154,4.75E-114,4.62E-46,9.85E-10,5.36E-05,0.00195038
867,0,3.19E-173,2.22E-90,2.32E-155,5.57E-115,1.51E-46,7.26E-10,4.47E-05,0.002080015
868,0,4.82E-174,6.78E-91,1.89E-156,6.48E-116,4.90E-47,5.33E-10,3.72E-05,0.002215828
869,0,7.25E-175,2.06E-91,1.53E-157,7.47E-117,1.58E-47,3.91E-10,3.08E-05,0.002357913
870,0,1.09E-175,6.25E-92,1.22E-158,8.54E-118,5.08E-48,2.86E-10,2.55E-05,0.002506351
871,0,1.62E-176,1.89E-92,9.71E-160,9.67E-119,1.62E-48,2.08E-10,2.10E-05,0.002661204
872,0,2.40E-177,5.68E-93,7.65E-161,1.09E-119,5.13E-49,1.51E-10,1.73E-05,0.002822519
873,0,3.55E-178,1.70E-93,5.97E-162,1.21E-120,1.62E-49,1.10E-10,1.42E-05,0.00299032
874,0,5.21E-179,5.09E-94,4.61E-163,1.33E-121,5.06E-50,7.93E-11,1.16E-05,0.003164614
875,0,7.63E-180,1.51E-94,3.54E-164,1.46E-122,1.57E-50,5.72E-11,9.44E-06,0.003345386
876,0,1.11E-180,4.50E-95,2.69E-165,1.58E-123,4.87E-51,4.11E-11,7.68E-06,0.003532595
877,0,1.61E-181,1.33E-95,2.02E-166,1.69E-124,1.50E-51,2.95E-11,6.22E-06,0.00372618
878,0,2.33E-182,3.92E-96,1.51E-167,1.80E-125,4.57E-52,2.11E-11,5.03E-06,0.003926051
879,0,3.35E-183,1.15E-96,1.12E-168,1.90E-126,1.39E-52,1.50E-11,4.06E-06,0.004132097
880,0,4.79E-184,3.37E-97,8.19E-170,1.99E-127,4.18E-53,1.07E-11,3.27E-06,0.004344174
881,0,6.82E-185,9.83E-98,5.95E-171,2.06E-128,1.25E-53,7.57E-12,2.62E-06,0.004562115
882,0,9.68E-186,2.86E-98,4.29E-172,2.12E-129,3.74E-54,5.36E-12,2.10E-06,0.004785722
883,0,1.37E-186,8.28E-99,3.06E-173,2.15E-130,1.11E-54,3.78E-12,1.67E-06,0.00501477
884,0,1.92E-187,2.39E-99,2.17E-174,2.17E-131,3.26E-55,2.66E-12,1.33E-06,0.005249004
885,0,2.69E-188,6.87E-100,1.52E-175,2.17E-132,9.53E-56,1.86E-12,1.06E-06,0.005488137
886,0,3.74E-189,1.97E-100,1.06E-176,2.16E-133,2.77E-56,1.30E-12,8.35E-07,0.005731857
887,0,5.19E-190,5.63E-101,7.28E-178,2.12E-134,8.01E-57,9.10E-13,6.59E-07,0.005979818
888,0,7.16E-191,1.60E-101,4.97E-179,2.06E-135,2.30E-57,6.33E-13,5.19E-07,0.006231647
889,0,9.83E-192,4.55E-102,3.37E-180,1.99E-136,6.57E-58,4.39E-13,4.07E-07,0.006486942
890,0,1.34E-192,1.29E-102,2.26E-181,1.91E-137,1.86E-58,3.04E-13,3.19E-07,0.006745272
891,0,1.83E-193,3.62E-103,1.50E-182,1.81E-138,5.25E-59,2.10E-13,2.49E-07,0.007006178
892,0,2.48E-194,1.02E-103,9.90E-184,1.70E-139,1.47E-59,1.44E-13,1.94E-07,0.007269175
893,0,3.35E-195,2.85E-104,6.47E-185,1.58E-140,4.10E-60,9.90E-14,1.50E-07,0.007533753
894,0,4.50E-196,7.93E-105,4.19E-186,1.46E-141,1.13E-60,6.77E-14,1.16E-07,0.007799377
895,0,6.01E-197,2.20E-105,2.69E-187,1.34E-142,3.12E-61,4.62E-14,8.98E-08,0.008065488
896,0,8.00E-198,6.10E-106,1.71E-188,1.21E-143,8.52E-62,3.15E-14,6.91E-08,0.00833151
897,0,1.06E-198,1.68E-106,1.08E-189,1.09E-144,2.32E-62,2.14E-14,5.31E-08,0.008596844
898,0,1.40E-199,4.63E-107,6.74E-191,9.73E-146,6.25E-63,1.45E-14,4.06E-08,0.008860876
899,0,1.84E-200,1.27E-107,4.18E-192,8.59E-147,1.68E-63,9.76E-15,3.10E-08,0.009122975
900,0,2.40E-201,3.47E-108,2.56E-193,7.52E-148,4.48E-64,6.57E-15,2.36E-08,0.009382501
901,0,3.12E-202,9.44E-109,1.56E-194,6.53E-149,1.19E-64,4.41E-15,1.79E-08,0.009638801
902,0,4.05E-203,2.56E-109,9.41E-196,5.62E-150,3.13E-65,2.95E-15,1.36E-08,0.009891216
903,0,5.22E-204,6.92E-110,5.63E-197,4.79E-151,8.18E-66,1.97E-15,1.03E-08,0.010139082
904,0,6.70E-205,1.86E-110,3.33E-198,4.05E-152,2.13E-66,1.31E-15,7.73E-09,0.010381733
905,0,8.56E-206,5.00E-111,1.96E-199,3.39E-153,5.51E-67,8.72E-16,5.81E-09,0.010618504
906,0,1.09E-206,1.34E-111,1.14E-200,2.81E-154,1.42E-67,5.78E-16,4.35E-09,0.010848734
907,0,1.38E-207,3.56E-112,6.58E-202,2.32E-155,3.62E-68,3.81E-16,3.25E-09,0.011071771
908,0,1.74E-208,9.47E-113,3.76E-203,1.89E-156,9.18E-69,2.51E-16,2.42E-09,0.01128697
909,0,2.18E-209,2.51E-113,2.13E-204,1.53E-157,2.32E-69,1.65E-16,1.80E-09,0.011493702
910,0,2.73E-210,6.61E-114,1.20E-205,1.22E-158,5.81E-70,1.08E-16,1.33E-09,0.011691352
911,0,3.39E-211,1.74E-114,6.67E-207,9.71E-160,1.45E-70,7.06E-17,9.85E-10,0.011879327
912,0,4.20E-212,4.55E-115,3.68E-208,7.65E-161,3.59E-71,4.60E-17,7.26E-10,0.012057054
913,0,5.17E-213,1.19E-115,2.02E-209,5.97E-162,8.83E-72,2.99E-17,5.33E-10,0.012223986
914,0,6.35E-214,3.09E-116,1.09E-210,4.61E-163,2.16E-72,1.94E-17,3.91E-10,0.012379604
915,0,7.75E-215,8.02E-117,5.88E-212,3.54E-164,5.25E-73,1.25E-17,2.86E-10,0.012523419
916,0,9.42E-216,2.07E-117,3.13E-213,2.69E-165,1.27E-73,8.06E-18,2.08E-10,0.012654977
917,0,1.14E-216,5.33E-118,1.65E-214,2.02E-166,3.05E-74,5.18E-18,1.51E-10,0.012773857
918,0,1.37E-217,1.37E-118,8.65E-216,1.51E-167,7.28E-75,3.32E-18,1.10E-10,0.012879679
919,0,1.65E-218,3.50E-119,4.49E-217,1.12E-168,1.73E-75,2.12E-18,7.93E-11,0.0129721
920,0,1.97E-219,8.92E-120,2.31E-218,8.19E-170,4.07E-76,1.35E-18,5.72E-11,0.01305082
921,0,2.34E-220,2.26E-120,1.18E-219,5.95E-171,9.54E-77,8.59E-19,4.11E-11,0.013115583
922,0,2.77E-221,5.73E-121,5.94E-221,4.29E-172,2.22E-77,5.45E-19,2.95E-11,0.013166176
923,0,3.26E-222,1.45E-121,2.97E-222,3.06E-173,5.14E-78,3.44E-19,2.11E-11,0.013202433
924,0,3.82E-223,3.63E-122,1.48E-223,2.17E-174,1.18E-78,2.17E-19,1.50E-11,0.013224236
925,0,4.46E-224,9.10E-123,7.26E-225,1.52E-175,2.70E-79,1.36E-19,1.07E-11,0.013231511
926,0,5.19E-225,2.27E-123,3.54E-226,1.06E-176,6.15E-80,8.55E-20,7.57E-12,0.013224236
927,0,6.00E-226,5.65E-124,1.71E-227,7.28E-178,1.39E-80,5.35E-20,5.36E-12,0.013202433
928,0,6.91E-227,1.40E-124,8.19E-229,4.97E-179,3.11E-81,3.33E-20,3.78E-12,0.013166176
929,0,7.92E-228,3.46E-125,3.89E-230,3.37E-180,6.95E-82,2.07E-20,2.66E-12,0.013115583
930,0,9.04E-229,8.51E-126,1.83E-231,2.26E-181,1.54E-82,1.29E-20,1.86E-12,0.01305082
931,0,1.03E-229,2.09E-126,8.53E-233,1.50E-182,3.39E-83,7.95E-21,1.30E-12,0.0129721
932,0,1.16E-230,5.10E-127,3.94E-234,9.90E-184,7.43E-84,4.90E-21,9.10E-13,0.012879679
933,0,1.31E-231,1.24E-127,1.81E-235,6.47E-185,1.62E-84,3.02E-21,6.33E-13,0.012773857
934,0,1.46E-232,3.02E-128,8.21E-237,4.19E-186,3.50E-85,1.85E-21,4.39E-13,0.012654977
935,0,1.63E-233,7.29E-129,3.69E-238,2.69E-187,7.52E-86,1.13E-21,3.04E-13,0.012523419
936,0,1.81E-234,1.76E-129,1.65E-239,1.71E-188,1.61E-86,6.90E-22,2.10E-13,0.012379604
937,0,2.01E-235,4.22E-130,7.29E-241,1.08E-189,3.41E-87,4.20E-22,1.44E-13,0.012223986
938,0,2.21E-236,1.01E-130,3.19E-242,6.74E-191,7.20E-88,2.55E-22,9.90E-14,0.012057054
939,0,2.42E-237,2.41E-131,1.39E-243,4.18E-192,1.51E-88,1.54E-22,6.77E-14,0.011879327
940,0,2.64E-238,5.74E-132,5.97E-245,2.56E-193,3.15E-89,9.30E-23,4.62E-14,0.011691352
941,0,2.86E-239,1.36E-132,2.55E-246,1.56E-194,6.52E-90,5.60E-23,3.15E-14,0.011493702
942,0,3.10E-240,3.21E-133,1.08E-247,9.41E-196,1.34E-90,3.36E-23,2.14E-14,0.01128697
943,0,3.33E-241,7.55E-134,4.52E-249,5.63E-197,2.75E-91,2.01E-23,1.45E-14,0.011071771
944,0,3.57E-242,1.77E-134,1.88E-250,3.33E-198,5.59E-92,1.20E-23,9.76E-15,0.010848734
945,0,3.80E-243,4.14E-135,7.74E-252,1.96E-199,1.13E-92,7.14E-24,6.57E-15,0.010618504
946,0,4.04E-244,9.63E-136,3.16E-253,1.14E-200,2.27E-93,4.24E-24,4.41E-15,0.010381733
947,0,4.27E-245,2.23E-136,1.28E-254,6.58E-202,4.53E-94,2.51E-24,2.95E-15,0.010139082
948,0,4.49E-246,5.17E-137,5.13E-256,3.76E-203,8.99E-95,1.48E-24,1.97E-15,0.009891216
949,0,4.70E-247,1.19E-137,2.04E-257,2.13E-204,1.77E-95,8.72E-25,1.31E-15,0.009638801
950,0,4.90E-248,2.73E-138,8.03E-259,1.20E-205,3.47E-96,5.12E-25,8.72E-16,0.009382501
951,0,5.08E-249,6.26E-139,3.14E-260,6.67E-207,6.77E-97,3.00E-25,5.78E-16,0.009122975
952,0,5.25E-250,1.43E-139,1.21E-261,3.68E-208,1.31E-97,1.75E-25,3.81E-16,0.008860876
953,0,5.40E-251,3.24E-140,4.66E-263,2.02E-209,2.52E-98,1.02E-25,2.51E-16,0.008596844
954,0,5.53E-252,7.35E-141,1.77E-264,1.09E-210,4.82E-99,5.91E-26,1.65E-16,0.00833151
955,0,5.63E-253,1.66E-141,6.68E-266,5.88E-212,9.16E-100,3.42E-26,1.08E-16,0.008065488
956,0,5.71E-254,3.73E-142,2.49E-267,3.13E-213,1.73E-100,1.98E-26,7.06E-17,0.007799377
957,0,5.77E-255,8.36E-143,9.23E-269,1.65E-214,3.25E-101,1.14E-26,4.60E-17,0.007533753
958,0,5.80E-256,1.87E-143,3.39E-270,8.65E-216,6.06E-102,6.54E-27,2.99E-17,0.007269175
959,0,5.81E-257,4.16E-144,1.23E-271,4.49E-217,1.12E-102,3.75E-27,1.94E-17,0.007006178
960,0,5.78E-258,9.22E-145,4.45E-273,2.31E-218,2.07E-103,2.14E-27,1.25E-17,0.006745272
961,0,5.74E-259,2.04E-145,1.59E-274,1.18E-219,3.79E-104,1.22E-27,8.06E-18,0.006486942
962,0,5.66E-260,4.49E-146,5.63E-276,5.94E-221,6.91E-105,6.93E-28,5.18E-18,0.006231647
963,0,5.57E-261,9.86E-147,1.98E-277,2.97E-222,1.25E-105,3.92E-28,3.32E-18,0.005979818
964,0,5.44E-262,2.16E-147,6.88E-279,1.48E-223,2.25E-106,2.22E-28,2.12E-18,0.005731857
965,0,5.30E-263,4.70E-148,2.37E-280,7.26E-225,4.01E-107,1.25E-28,1.35E-18,0.005488137
966,0,5.14E-264,1.02E-148,8.11E-282,3.54E-226,7.13E-108,7.02E-29,8.59E-19,0.005249004
967,0,4.96E-265,2.21E-149,2.75E-283,1.71E-227,1.26E-108,3.93E-29,5.45E-19,0.00501477
968,0,4.77E-266,4.77E-150,9.23E-285,8.19E-229,2.21E-109,2.20E-29,3.44E-19,0.004785722
969,0,4.56E-267,1.03E-150,3.07E-286,3.89E-230,3.85E-110,1.22E-29,2.17E-19,0.004562115
970,0,4.34E-268,2.20E-151,1.01E-287,1.83E-231,6.67E-111,6.81E-30,1.36E-19,0.004344174
971,0,4.12E-269,4.69E-152,3.31E-289,8.53E-233,1.15E-111,3.77E-30,8.55E-20,0.004132097
972,0,3.88E-270,9.99E-153,1.07E-290,3.94E-234,1.96E-112,2.09E-30,5.35E-20,0.003926051
973,0,3.65E-271,2.12E-153,3.45E-292,1.81E-235,3.34E-113,1.15E-30,3.33E-20,0.00372618
974,0,3.41E-272,4.48E-154,1.10E-293,8.21E-237,5.65E-114,6.32E-31,2.07E-20,0.003532595
975,0,3.18E-273,9.43E-155,3.47E-295,3.69E-238,9.49E-115,3.46E-31,1.29E-20,0.003345386
976,0,2.94E-274,1.98E-155,1.09E-296,1.65E-239,1.59E-115,1.89E-31,7.95E-21,0.003164614
977,0,2.71E-275,4.14E-156,3.37E-298,7.29E-241,2.63E-116,1.03E-31,4.90E-21,0.00299032
978,0,2.49E-276,8.62E-157,1.03E-299,3.19E-242,4.34E-117,5.62E-32,3.02E-21,0.002822519
979,0,2.28E-277,1.79E-157,3.15E-301,1.39E-243,7.11E-118,3.05E-32,1.85E-21,0.002661204
980,0,2.07E-278,3.71E-158,9.52E-303,5.97E-245,1.16E-118,1.65E-32,1.13E-21,0.002506351
981,0,1.88E-279,7.64E-159,2.85E-304,2.55E-246,1.88E-119,8.88E-33,6.90E-22,0.002357913
982,0,1.69E-280,1.57E-159,8.45E-306,1.08E-247,3.02E-120,4.78E-33,4.20E-22,0.002215828
983,0,1.52E-281,3.22E-160,2.48E-307,4.52E-249,4.83E-121,2.56E-33,2.55E-22,0.002080015
984,0,1.36E-282,6.57E-161,0.00E+00,1.88E-250,7.68E-122,1.37E-33,1.54E-22,0.00195038
985,0,1.21E-283,1.34E-161,2.0903173305375e-310,7.74E-252,1.21E-122,7.31E-34,9.30E-23,0.001826814
986,0,1.07E-284,2.71E-162,5.984282009455e-312,3.16E-253,1.90E-123,3.89E-34,5.60E-23,0.001709195
987,0,9.44E-286,5.47E-163,1.6980821539e-313,1.28E-254,2.97E-124,2.06E-34,3.36E-23,0.001597391
988,0,8.29E-287,1.10E-163,4.775866297e-315,5.13E-256,4.61E-125,1.09E-34,2.01E-23,0.001491259
989,0,7.24E-288,2.21E-164,1.3313506e-316,2.04E-257,7.10E-126,5.76E-35,1.20E-23,0.001390648
990,0,6.30E-289,4.42E-165,3.678576e-318,8.03E-259,1.09E-126,3.03E-35,7.14E-24,0.001295399
991,0,5.45E-290,8.80E-166,1.00745e-319,3.14E-260,1.66E-127,1.59E-35,4.24E-24,0.001205347
992,0,4.70E-291,1.75E-166,2.73e-321,1.21E-261,2.51E-128,8.32E-36,2.51E-24,0.001120323
993,0,4.03E-292,3.46E-167,7.4e-323,4.66E-263,3.77E-129,4.34E-36,1.48E-24,0.001040151
994,0,3.44E-293,6.82E-168,0,1.77E-264,5.63E-130,2.26E-36,8.72E-25,0.000964654
995,0,2.93E-294,1.34E-168,0,6.68E-266,8.37E-131,1.17E-36,5.12E-25,0.000893654
996,0,2.48E-295,2.62E-169,0,2.49E-267,1.23E-131,6.07E-37,3.00E-25,0.000826969
997,0,2.09E-296,5.12E-170,0,9.23E-269,1.81E-132,3.13E-37,1.75E-25,0.000764419
998,0,1.75E-297,9.95E-171,0,3.39E-270,2.64E-133,1.61E-37,1.02E-25,0.000705824
999,0,1.46E-298,1.93E-171,0,1.23E-271,3.83E-134,8.28E-38,5.91E-26,0.000651003
1000,0,1.22E-299,3.72E-172,0,4.45E-273,5.51E-135,4.24E-38,3.42E-26,0.00059978
1001,0,1.01E-300,7.17E-173,0,1.59E-274,7.89E-136,2.16E-38,1.98E-26,0.00055198
1002,0,8.29E-302,1.37E-173,0,5.63E-276,1.12E-136,1.10E-38,1.14E-26,0.000507431
1003,0,6.80E-303,2.63E-174,0,1.98E-277,1.59E-137,5.59E-39,6.54E-27,0.000465965
1004,0,5.55E-304,5.00E-175,0,6.88E-279,2.23E-138,2.83E-39,3.75E-27,0.000427416
1005,0,4.51E-305,9.50E-176,0,2.37E-280,3.12E-139,1.43E-39,2.14E-27,0.000391626
1006,0,3.65E-306,1.80E-176,0,8.11E-282,4.33E-140,7.20E-40,1.22E-27,0.000358438
1007,0,2.94E-307,3.39E-177,0,2.75E-283,5.97E-141,3.62E-40,6.93E-28,0.000327702
1008,0,2.35E-308,6.36E-178,0,9.23E-285,8.18E-142,1.81E-40,3.92E-28,0.000299272
1009,0,0.00E+00,1.19E-178,0,3.07E-286,1.11E-142,9.05E-41,2.22E-28,0.000273008
1010,0,1.4930838075273e-310,2.22E-179,0,1.01E-287,1.51E-143,4.51E-41,1.25E-28,0.000248776
1011,0,1.18084129411e-311,4.13E-180,0,3.31E-289,2.03E-144,2.24E-41,7.02E-29,0.000226444
1012,0,9.2967888725e-313,7.64E-181,0,1.07E-290,2.72E-145,1.11E-41,3.93E-29,0.000205891
1013,0,7.2863242593e-314,1.41E-181,0,3.45E-292,3.61E-146,5.48E-42,2.20E-29,0.000186998
1014,0,5.68483823e-315,2.60E-182,0,1.10E-293,4.77E-147,2.70E-42,1.22E-29,0.000169651
1015,0,4.41531626e-316,4.76E-183,0,3.47E-295,6.27E-148,1.33E-42,6.81E-30,0.000153745
1016,0,3.4138123e-317,8.70E-184,0,1.09E-296,8.18E-149,6.50E-43,3.77E-30,0.000139176
1017,0,2.627555e-318,1.58E-184,0,3.37E-298,1.06E-149,3.18E-43,2.09E-30,0.00012585
1018,0,2.01327e-319,2.87E-185,0,1.03E-299,1.37E-150,1.55E-43,1.15E-30,0.000113675
1019,0,1.5356e-320,5.19E-186,0,3.15E-301,1.75E-151,7.53E-44,6.32E-31,0.000102564
1020,0,1.166e-321,9.36E-187,0,9.52E-303,2.23E-152,3.65E-44,3.46E-31,9.24E-05
1021,0,9e-323,1.68E-187,0,2.85E-304,2.82E-153,1.76E-44,1.89E-31,8.32E-05
1022,0,5e-324,3.01E-188,0,8.45E-306,3.55E-154,8.50E-45,1.03E-31,7.48E-05
1023,0,0,5.36E-189,0,2.48E-307,4.44E-155,4.08E-45,5.62E-32,6.72E-05
1024,0,0,9.53E-190,0,0.00E+00,5.52E-156,1.96E-45,3.05E-32,6.03E-05
1025,0,0,1.69E-190,0,2.0903173305368e-310,6.81E-157,9.36E-46,1.65E-32,5.41E-05
1026,0,0,2.98E-191,0,5.98428200945e-312,8.36E-158,4.46E-46,8.88E-33,4.84E-05
1027,0,0,5.23E-192,0,1.6980821539e-313,1.02E-158,2.12E-46,4.78E-33,4.33E-05
1028,0,0,9.17E-193,0,4.775866297e-315,1.24E-159,1.01E-46,2.56E-33,3.87E-05
1029,0,0,1.60E-193,0,1.3313506e-316,1.49E-160,4.76E-47,1.37E-33,3.45E-05
1030,0,0,2.79E-194,0,3.678576e-318,1.78E-161,2.24E-47,7.31E-34,3.08E-05
1031,0,0,4.84E-195,0,1.00745e-319,2.12E-162,1.06E-47,3.89E-34,2.74E-05
1032,0,0,8.36E-196,0,2.73e-321,2.51E-163,4.95E-48,2.06E-34,2.44E-05
1033,0,0,1.44E-196,0,7.4e-323,2.95E-164,2.31E-48,1.09E-34,2.17E-05
1034,0,0,2.47E-197,0,0,3.44E-165,1.08E-48,5.76E-35,1.92E-05
1035,0,0,4.23E-198,0,0,4.00E-166,5.02E-49,3.03E-35,1.70E-05
1036,0,0,7.21E-199,0,0,4.61E-167,2.33E-49,1.59E-35,1.51E-05
1037,0,0,1.22E-199,0,0,5.29E-168,1.08E-49,8.32E-36,1.33E-05
1038,0,0,2.07E-200,0,0,6.03E-169,4.97E-50,4.34E-36,1.18E-05
1039,0,0,3.50E-201,0,0,6.82E-170,2.29E-50,2.26E-36,1.04E-05
1040,0,0,5.88E-202,0,0,7.68E-171,1.05E-50,1.17E-36,9.18E-06
1041,0,0,9.84E-203,0,0,8.60E-172,4.80E-51,6.07E-37,8.08E-06
1042,0,0,1.64E-203,0,0,9.56E-173,2.19E-51,3.13E-37,7.11E-06
1043,0,0,2.73E-204,0,0,1.06E-173,9.97E-52,1.61E-37,6.25E-06
1044,0,0,4.53E-205,0,0,1.16E-174,4.53E-52,8.28E-38,5.48E-06
1045,0,0,7.49E-206,0,0,1.27E-175,2.05E-52,4.24E-38,4.81E-06
1046,0,0,1.23E-206,0,0,1.37E-176,9.25E-53,2.16E-38,4.21E-06
1047,0,0,2.02E-207,0,0,1.48E-177,4.16E-53,1.10E-38,3.68E-06
1048,0,0,3.31E-208,0,0,1.59E-178,1.87E-53,5.59E-39,3.22E-06
1049,0,0,5.39E-209,0,0,1.69E-179,8.36E-54,2.83E-39,2.81E-06
