Model: , Shkurtov mixing model of optical constants,,,,,,,
Timestamp: ,9/20/2022 10:14,,,,,,,
,Compound,Molecular Formula,Grainsize (micron),Concentration (%),Measurement Temperature,Wavelength,"Author,Year",DOI
0,Ammonia,NH3,100,100,77-88K,0.4-5.2 micron,"Martonchik, 1984",https://doi.org/10.1364/AO.23.000541
,,,,,,,,
wave,Ammonia,,,,,,,
4.425,0.154238974,,,,,,,
4.426,0.153809943,,,,,,,
4.427,0.153382918,,,,,,,
4.428,0.152957885,,,,,,,
4.429,0.15253483,,,,,,,
4.43,0.152113741,,,,,,,
4.431,0.151694604,,,,,,,
4.432,0.151277406,,,,,,,
4.433,0.150862134,,,,,,,
4.434,0.150448775,,,,,,,
4.435,0.150037316,,,,,,,
4.436,0.149627744,,,,,,,
4.437,0.149220048,,,,,,,
4.438,0.148814214,,,,,,,
4.439,0.148410231,,,,,,,
4.44,0.148008086,,,,,,,
4.441,0.147607766,,,,,,,
4.442,0.147209261,,,,,,,
4.443,0.146812558,,,,,,,
4.444,0.146417645,,,,,,,
4.445,0.14602451,,,,,,,
4.446,0.145633143,,,,,,,
4.447,0.145243532,,,,,,,
4.448,0.144855665,,,,,,,
4.449,0.14446953,,,,,,,
4.45,0.144085118,,,,,,,
4.451,0.143702416,,,,,,,
4.452,0.143321414,,,,,,,
4.453,0.142942101,,,,,,,
4.454,0.142564466,,,,,,,
4.455,0.142188499,,,,,,,
4.456,0.141814188,,,,,,,
4.457,0.141441524,,,,,,,
4.458,0.141070496,,,,,,,
4.459,0.140701093,,,,,,,
4.46,0.140333306,,,,,,,
4.461,0.139967123,,,,,,,
4.462,0.139602536,,,,,,,
4.463,0.139239534,,,,,,,
4.464,0.138878108,,,,,,,
4.465,0.138518246,,,,,,,
4.466,0.138159941,,,,,,,
4.467,0.137803182,,,,,,,
4.468,0.137447959,,,,,,,
4.469,0.137094263,,,,,,,
4.47,0.136742084,,,,,,,
4.471,0.136391414,,,,,,,
4.472,0.136042243,,,,,,,
4.473,0.135694562,,,,,,,
4.474,0.135348362,,,,,,,
4.475,0.135003633,,,,,,,
4.476,0.134660367,,,,,,,
4.477,0.134318555,,,,,,,
4.478,0.133978188,,,,,,,
4.479,0.133639257,,,,,,,
4.48,0.133301754,,,,,,,
4.481,0.132965671,,,,,,,
4.482,0.132630997,,,,,,,
4.483,0.132297726,,,,,,,
4.484,0.131965849,,,,,,,
4.485,0.131635357,,,,,,,
4.486,0.131306242,,,,,,,
4.487,0.130978497,,,,,,,
4.488,0.130652112,,,,,,,
4.489,0.13032708,,,,,,,
4.49,0.130003392,,,,,,,
4.491,0.129681042,,,,,,,
4.492,0.129360021,,,,,,,
4.493,0.129040321,,,,,,,
4.494,0.128721934,,,,,,,
4.495,0.128404854,,,,,,,
4.496,0.128089071,,,,,,,
4.497,0.127774579,,,,,,,
4.498,0.127461371,,,,,,,
4.499,0.127149438,,,,,,,
4.5,0.126838773,,,,,,,
4.501,0.126529369,,,,,,,
4.502,0.126221219,,,,,,,
4.503,0.125914316,,,,,,,
4.504,0.125608652,,,,,,,
4.505,0.12530422,,,,,,,
4.506,0.125001014,,,,,,,
4.507,0.124699025,,,,,,,
4.508,0.124398248,,,,,,,
4.509,0.124098675,,,,,,,
4.51,0.1238003,,,,,,,
4.511,0.123503116,,,,,,,
4.512,0.123207115,,,,,,,
4.513,0.122912292,,,,,,,
4.514,0.12261864,,,,,,,
4.515,0.122326152,,,,,,,
4.516,0.122034821,,,,,,,
4.517,0.121744642,,,,,,,
4.518,0.121455607,,,,,,,
4.519,0.121167711,,,,,,,
4.52,0.120880947,,,,,,,
4.521,0.120595308,,,,,,,
4.522,0.120310789,,,,,,,
4.523,0.120027383,,,,,,,
4.524,0.119745084,,,,,,,
4.525,0.119463886,,,,,,,
4.526,0.119183783,,,,,,,
4.527,0.118904769,,,,,,,
4.528,0.118626838,,,,,,,
4.529,0.118349983,,,,,,,
4.53,0.1180742,,,,,,,
4.531,0.117799483,,,,,,,
4.532,0.117525824,,,,,,,
4.533,0.11725322,,,,,,,
4.534,0.116981663,,,,,,,
4.535,0.116711149,,,,,,,
4.536,0.116441672,,,,,,,
4.537,0.116173225,,,,,,,
4.538,0.115905805,,,,,,,
4.539,0.115639404,,,,,,,
4.54,0.115374018,,,,,,,
4.541,0.11510964,,,,,,,
4.542,0.114846267,,,,,,,
4.543,0.114583892,,,,,,,
4.544,0.11432251,,,,,,,
4.545,0.114062116,,,,,,,
4.546,0.11384977,,,,,,,
4.547,0.113677224,,,,,,,
4.548,0.113505135,,,,,,,
4.549,0.113333502,,,,,,,
4.55,0.113162323,,,,,,,
4.551,0.112991597,,,,,,,
4.552,0.112821322,,,,,,,
4.553,0.112651497,,,,,,,
4.554,0.112482118,,,,,,,
4.555,0.112313186,,,,,,,
4.556,0.112144698,,,,,,,
4.557,0.111976653,,,,,,,
4.558,0.111809048,,,,,,,
4.559,0.111641883,,,,,,,
4.56,0.111475155,,,,,,,
4.561,0.111308864,,,,,,,
4.562,0.111143007,,,,,,,
4.563,0.110977582,,,,,,,
4.564,0.110812589,,,,,,,
4.565,0.110648026,,,,,,,
4.566,0.110483891,,,,,,,
4.567,0.110320182,,,,,,,
4.568,0.110156898,,,,,,,
4.569,0.109994037,,,,,,,
4.57,0.109831599,,,,,,,
4.571,0.10966958,,,,,,,
4.572,0.10950798,,,,,,,
4.573,0.109346798,,,,,,,
4.574,0.109186031,,,,,,,
4.575,0.109025678,,,,,,,
4.576,0.108865738,,,,,,,
4.577,0.10870621,,,,,,,
4.578,0.10854709,,,,,,,
4.579,0.108388379,,,,,,,
4.58,0.108230075,,,,,,,
4.581,0.108072176,,,,,,,
4.582,0.107914681,,,,,,,
4.583,0.107757588,,,,,,,
4.584,0.107600896,,,,,,,
4.585,0.107444603,,,,,,,
4.586,0.107288709,,,,,,,
4.587,0.10713321,,,,,,,
4.588,0.106978107,,,,,,,
4.589,0.106823398,,,,,,,
4.59,0.106669081,,,,,,,
4.591,0.106515155,,,,,,,
4.592,0.106361619,,,,,,,
4.593,0.10620847,,,,,,,
4.594,0.106055709,,,,,,,
4.595,0.105903332,,,,,,,
4.596,0.10575134,,,,,,,
4.597,0.10559973,,,,,,,
4.598,0.105448502,,,,,,,
4.599,0.105297654,,,,,,,
4.6,0.105147184,,,,,,,
4.601,0.104997091,,,,,,,
4.602,0.104847374,,,,,,,
4.603,0.104698032,,,,,,,
4.604,0.104549063,,,,,,,
4.605,0.104400467,,,,,,,
4.606,0.10425224,,,,,,,
4.607,0.104104383,,,,,,,
4.608,0.103956894,,,,,,,
4.609,0.103809772,,,,,,,
4.61,0.103663016,,,,,,,
4.611,0.103516623,,,,,,,
4.612,0.103370594,,,,,,,
4.613,0.103224926,,,,,,,
4.614,0.103079618,,,,,,,
4.615,0.10293467,,,,,,,
4.616,0.10279008,,,,,,,
4.617,0.102645846,,,,,,,
4.618,0.102501968,,,,,,,
4.619,0.102358444,,,,,,,
4.62,0.102215272,,,,,,,
4.621,0.102072453,,,,,,,
4.622,0.101929984,,,,,,,
4.623,0.101787865,,,,,,,
4.624,0.101646093,,,,,,,
4.625,0.101504669,,,,,,,
4.626,0.10136359,,,,,,,
4.627,0.101222856,,,,,,,
4.628,0.101082465,,,,,,,
4.629,0.100942416,,,,,,,
4.63,0.100802708,,,,,,,
4.631,0.100663341,,,,,,,
4.632,0.100524311,,,,,,,
4.633,0.10038562,,,,,,,
4.634,0.100247264,,,,,,,
4.635,0.100109244,,,,,,,
4.636,0.099971559,,,,,,,
4.637,0.099834206,,,,,,,
4.638,0.099697185,,,,,,,
4.639,0.099560494,,,,,,,
4.64,0.099424133,,,,,,,
4.641,0.099288101,,,,,,,
4.642,0.099152396,,,,,,,
4.643,0.099017017,,,,,,,
4.644,0.098881964,,,,,,,
4.645,0.098747234,,,,,,,
4.646,0.098612828,,,,,,,
4.647,0.098478743,,,,,,,
4.648,0.098344979,,,,,,,
4.649,0.098211535,,,,,,,
4.65,0.098078409,,,,,,,
4.651,0.097945602,,,,,,,
4.652,0.09781311,,,,,,,
4.653,0.097680934,,,,,,,
4.654,0.097549073,,,,,,,
4.655,0.097417525,,,,,,,
4.656,0.097286289,,,,,,,
4.657,0.097155365,,,,,,,
4.658,0.09702475,,,,,,,
4.659,0.096894445,,,,,,,
4.66,0.096764449,,,,,,,
4.661,0.096634759,,,,,,,
4.662,0.096505376,,,,,,,
4.663,0.096376297,,,,,,,
4.664,0.096247523,,,,,,,
4.665,0.096119052,,,,,,,
4.666,0.095990884,,,,,,,
4.667,0.095863016,,,,,,,
4.668,0.095735448,,,,,,,
4.669,0.09560818,,,,,,,
4.67,0.09548121,,,,,,,
4.671,0.095354537,,,,,,,
4.672,0.09522816,,,,,,,
4.673,0.095102079,,,,,,,
4.674,0.094976292,,,,,,,
4.675,0.094850798,,,,,,,
4.676,0.094725597,,,,,,,
4.677,0.094600687,,,,,,,
4.678,0.094476067,,,,,,,
4.679,0.094351737,,,,,,,
4.68,0.094227696,,,,,,,
4.681,0.094103943,,,,,,,
4.682,0.093980476,,,,,,,
4.683,0.093857295,,,,,,,
4.684,0.093734398,,,,,,,
4.685,0.093611786,,,,,,,
4.686,0.093489457,,,,,,,
4.687,0.09336741,,,,,,,
4.688,0.093245644,,,,,,,
4.689,0.093124159,,,,,,,
4.69,0.093002952,,,,,,,
4.691,0.092882025,,,,,,,
4.692,0.092761375,,,,,,,
4.693,0.092641002,,,,,,,
4.694,0.092520904,,,,,,,
4.695,0.092401082,,,,,,,
4.696,0.092281534,,,,,,,
4.697,0.092162259,,,,,,,
4.698,0.092043256,,,,,,,
4.699,0.091924524,,,,,,,
4.7,0.091806064,,,,,,,
4.701,0.091687873,,,,,,,
4.702,0.091569951,,,,,,,
4.703,0.091452297,,,,,,,
4.704,0.09133491,,,,,,,
4.705,0.09121779,,,,,,,
4.706,0.091100935,,,,,,,
4.707,0.090984344,,,,,,,
4.708,0.090868018,,,,,,,
4.709,0.090751954,,,,,,,
4.71,0.090636153,,,,,,,
4.711,0.090520613,,,,,,,
4.712,0.090405333,,,,,,,
4.713,0.090290314,,,,,,,
4.714,0.090175553,,,,,,,
4.715,0.09006105,,,,,,,
4.716,0.089946804,,,,,,,
4.717,0.089832815,,,,,,,
4.718,0.089719081,,,,,,,
4.719,0.089605603,,,,,,,
4.72,0.089492378,,,,,,,
4.721,0.089379407,,,,,,,
4.722,0.089266688,,,,,,,
4.723,0.089154221,,,,,,,
4.724,0.089042005,,,,,,,
4.725,0.088930038,,,,,,,
4.726,0.088818322,,,,,,,
4.727,0.088706853,,,,,,,
4.728,0.088595633,,,,,,,
4.729,0.088484659,,,,,,,
4.73,0.088373932,,,,,,,
4.731,0.088263451,,,,,,,
4.732,0.088153214,,,,,,,
4.733,0.088043221,,,,,,,
4.734,0.087933471,,,,,,,
4.735,0.087823964,,,,,,,
4.736,0.087714699,,,,,,,
4.737,0.087605674,,,,,,,
4.738,0.08749689,,,,,,,
4.739,0.087388346,,,,,,,
4.74,0.08728004,,,,,,,
4.741,0.087171972,,,,,,,
4.742,0.087064142,,,,,,,
4.743,0.086956548,,,,,,,
4.744,0.08684919,,,,,,,
4.745,0.086742067,,,,,,,
4.746,0.086635179,,,,,,,
4.747,0.086528524,,,,,,,
4.748,0.086422103,,,,,,,
4.749,0.086315914,,,,,,,
4.75,0.086209956,,,,,,,
4.751,0.08610423,,,,,,,
4.752,0.085998733,,,,,,,
4.753,0.085893466,,,,,,,
4.754,0.085788428,,,,,,,
4.755,0.085683618,,,,,,,
4.756,0.085579036,,,,,,,
4.757,0.08547468,,,,,,,
4.758,0.08537055,,,,,,,
4.759,0.085266646,,,,,,,
4.76,0.085162966,,,,,,,
4.761,0.085059511,,,,,,,
4.762,0.084931835,,,,,,,
4.763,0.084573337,,,,,,,
4.764,0.084217171,,,,,,,
4.765,0.083863318,,,,,,,
4.766,0.083511757,,,,,,,
4.767,0.083162469,,,,,,,
4.768,0.082815434,,,,,,,
4.769,0.082470632,,,,,,,
4.77,0.082128045,,,,,,,
4.771,0.081787652,,,,,,,
4.772,0.081449436,,,,,,,
4.773,0.081113378,,,,,,,
4.774,0.08077946,,,,,,,
4.775,0.080447662,,,,,,,
4.776,0.080117968,,,,,,,
4.777,0.079790359,,,,,,,
4.778,0.079464818,,,,,,,
4.779,0.079141328,,,,,,,
4.78,0.078819871,,,,,,,
4.781,0.07850043,,,,,,,
4.782,0.078182989,,,,,,,
4.783,0.07786753,,,,,,,
4.784,0.077554038,,,,,,,
4.785,0.077242496,,,,,,,
4.786,0.076932887,,,,,,,
4.787,0.076625197,,,,,,,
4.788,0.076319409,,,,,,,
4.789,0.076015507,,,,,,,
4.79,0.075713476,,,,,,,
4.791,0.075413302,,,,,,,
4.792,0.075114968,,,,,,,
4.793,0.074818459,,,,,,,
4.794,0.074523762,,,,,,,
4.795,0.074230861,,,,,,,
4.796,0.073939742,,,,,,,
4.797,0.07365039,,,,,,,
4.798,0.073362791,,,,,,,
4.799,0.073076932,,,,,,,
4.8,0.072792798,,,,,,,
4.801,0.072510376,,,,,,,
4.802,0.072229651,,,,,,,
4.803,0.071950611,,,,,,,
4.804,0.071673243,,,,,,,
4.805,0.071397532,,,,,,,
4.806,0.071123465,,,,,,,
4.807,0.070851031,,,,,,,
4.808,0.070580216,,,,,,,
4.809,0.070311007,,,,,,,
4.81,0.070043393,,,,,,,
4.811,0.069777359,,,,,,,
4.812,0.069512895,,,,,,,
4.813,0.069249988,,,,,,,
4.814,0.068988625,,,,,,,
4.815,0.068728796,,,,,,,
4.816,0.068470488,,,,,,,
4.817,0.068213689,,,,,,,
4.818,0.067958388,,,,,,,
4.819,0.067704574,,,,,,,
4.82,0.067452234,,,,,,,
4.821,0.067201359,,,,,,,
4.822,0.066951936,,,,,,,
4.823,0.066703954,,,,,,,
4.824,0.066457404,,,,,,,
4.825,0.066212273,,,,,,,
4.826,0.065968551,,,,,,,
4.827,0.065726228,,,,,,,
4.828,0.065485293,,,,,,,
4.829,0.065245736,,,,,,,
4.83,0.065007546,,,,,,,
4.831,0.064770713,,,,,,,
4.832,0.064535228,,,,,,,
4.833,0.064301079,,,,,,,
4.834,0.064068257,,,,,,,
4.835,0.063836753,,,,,,,
4.836,0.063606556,,,,,,,
4.837,0.063377658,,,,,,,
4.838,0.063150047,,,,,,,
4.839,0.062923716,,,,,,,
4.84,0.062698654,,,,,,,
4.841,0.062474852,,,,,,,
4.842,0.062252301,,,,,,,
4.843,0.062030993,,,,,,,
4.844,0.061810917,,,,,,,
4.845,0.061592065,,,,,,,
4.846,0.061374428,,,,,,,
4.847,0.061157998,,,,,,,
4.848,0.060942765,,,,,,,
4.849,0.060728721,,,,,,,
4.85,0.060515858,,,,,,,
4.851,0.060304167,,,,,,,
4.852,0.060093639,,,,,,,
4.853,0.059884267,,,,,,,
4.854,0.059676042,,,,,,,
4.855,0.059468956,,,,,,,
4.856,0.059263001,,,,,,,
4.857,0.059058168,,,,,,,
4.858,0.058854451,,,,,,,
4.859,0.05865184,,,,,,,
4.86,0.058450329,,,,,,,
4.861,0.058249909,,,,,,,
4.862,0.058050573,,,,,,,
4.863,0.057852313,,,,,,,
4.864,0.057655122,,,,,,,
4.865,0.057458993,,,,,,,
4.866,0.057263917,,,,,,,
4.867,0.057069888,,,,,,,
4.868,0.056876898,,,,,,,
4.869,0.05668494,,,,,,,
4.87,0.056494007,,,,,,,
4.871,0.056304092,,,,,,,
4.872,0.056115188,,,,,,,
4.873,0.055927288,,,,,,,
4.874,0.055740385,,,,,,,
4.875,0.055554472,,,,,,,
4.876,0.055369542,,,,,,,
4.877,0.05518559,,,,,,,
4.878,0.055002607,,,,,,,
4.879,0.054820588,,,,,,,
4.88,0.054639526,,,,,,,
4.881,0.054459414,,,,,,,
4.882,0.054280246,,,,,,,
4.883,0.054102016,,,,,,,
4.884,0.053924717,,,,,,,
4.885,0.053748344,,,,,,,
4.886,0.053572889,,,,,,,
4.887,0.053398347,,,,,,,
4.888,0.053224711,,,,,,,
4.889,0.053051976,,,,,,,
4.89,0.052880136,,,,,,,
4.891,0.052709184,,,,,,,
4.892,0.052539115,,,,,,,
4.893,0.052369922,,,,,,,
4.894,0.052201601,,,,,,,
4.895,0.052034145,,,,,,,
4.896,0.051867548,,,,,,,
4.897,0.051701805,,,,,,,
4.898,0.051536911,,,,,,,
4.899,0.051372859,,,,,,,
4.9,0.051209644,,,,,,,
4.901,0.051047261,,,,,,,
4.902,0.050885705,,,,,,,
4.903,0.050724969,,,,,,,
4.904,0.050565048,,,,,,,
4.905,0.050405938,,,,,,,
4.906,0.050247633,,,,,,,
4.907,0.050090128,,,,,,,
4.908,0.049933417,,,,,,,
4.909,0.049777495,,,,,,,
4.91,0.049622358,,,,,,,
4.911,0.049468001,,,,,,,
4.912,0.049314417,,,,,,,
4.913,0.049161603,,,,,,,
4.914,0.049009553,,,,,,,
4.915,0.048858263,,,,,,,
4.916,0.048707728,,,,,,,
4.917,0.048557942,,,,,,,
4.918,0.048408901,,,,,,,
4.919,0.048260601,,,,,,,
4.92,0.048113036,,,,,,,
4.921,0.047966203,,,,,,,
4.922,0.047820096,,,,,,,
4.923,0.04767471,,,,,,,
4.924,0.047530042,,,,,,,
4.925,0.047386086,,,,,,,
4.926,0.047242839,,,,,,,
4.927,0.047100296,,,,,,,
4.928,0.046958452,,,,,,,
4.929,0.046817303,,,,,,,
4.93,0.046676845,,,,,,,
4.931,0.046537073,,,,,,,
4.932,0.046397983,,,,,,,
4.933,0.046259571,,,,,,,
4.934,0.046121833,,,,,,,
4.935,0.045984764,,,,,,,
4.936,0.045848361,,,,,,,
4.937,0.045712619,,,,,,,
4.938,0.045577534,,,,,,,
4.939,0.045443102,,,,,,,
4.94,0.045309319,,,,,,,
4.941,0.045176182,,,,,,,
4.942,0.045043685,,,,,,,
4.943,0.044911826,,,,,,,
4.944,0.0447806,,,,,,,
4.945,0.044650004,,,,,,,
4.946,0.044520033,,,,,,,
4.947,0.044390685,,,,,,,
4.948,0.044261954,,,,,,,
4.949,0.044133838,,,,,,,
4.95,0.044006332,,,,,,,
4.951,0.043879433,,,,,,,
4.952,0.043753137,,,,,,,
4.953,0.043627441,,,,,,,
4.954,0.043502341,,,,,,,
4.955,0.043377834,,,,,,,
4.956,0.043253915,,,,,,,
4.957,0.043130582,,,,,,,
4.958,0.04300783,,,,,,,
4.959,0.042885657,,,,,,,
4.96,0.042764059,,,,,,,
4.961,0.042643032,,,,,,,
4.962,0.042522574,,,,,,,
4.963,0.04240268,,,,,,,
4.964,0.042283347,,,,,,,
4.965,0.042164572,,,,,,,
4.966,0.042046353,,,,,,,
4.967,0.041928684,,,,,,,
4.968,0.041811564,,,,,,,
4.969,0.041694989,,,,,,,
4.97,0.041578956,,,,,,,
4.971,0.041463461,,,,,,,
4.972,0.041348501,,,,,,,
4.973,0.041234074,,,,,,,
4.974,0.041120176,,,,,,,
4.975,0.041006804,,,,,,,
4.976,0.040893956,,,,,,,
4.977,0.040781627,,,,,,,
4.978,0.040669815,,,,,,,
4.979,0.040558517,,,,,,,
4.98,0.04044773,,,,,,,
4.981,0.040337451,,,,,,,
4.982,0.040227677,,,,,,,
4.983,0.040118405,,,,,,,
4.984,0.040009633,,,,,,,
4.985,0.039901356,,,,,,,
4.986,0.039793574,,,,,,,
4.987,0.039686282,,,,,,,
4.988,0.039579478,,,,,,,
4.989,0.039473159,,,,,,,
4.99,0.039367322,,,,,,,
4.991,0.039261965,,,,,,,
4.992,0.039157085,,,,,,,
4.993,0.039052678,,,,,,,
4.994,0.038948743,,,,,,,
4.995,0.038845277,,,,,,,
4.996,0.038742277,,,,,,,
4.997,0.038639741,,,,,,,
4.998,0.038537665,,,,,,,
4.999,0.038436047,,,,,,,
5,0.038334885,,,,,,,
5.001,0.037712629,,,,,,,
5.002,0.037106405,,,,,,,
5.003,0.036515716,,,,,,,
5.004,0.035940085,,,,,,,
5.005,0.035379052,,,,,,,
5.006,0.034832174,,,,,,,
5.007,0.034299026,,,,,,,
5.008,0.033779196,,,,,,,
5.009,0.033272289,,,,,,,
5.01,0.032777922,,,,,,,
5.011,0.032295727,,,,,,,
5.012,0.031825349,,,,,,,
5.013,0.031366445,,,,,,,
5.014,0.030918683,,,,,,,
5.015,0.030481745,,,,,,,
5.016,0.030055322,,,,,,,
5.017,0.029639116,,,,,,,
5.018,0.029232838,,,,,,,
5.019,0.02883621,,,,,,,
5.02,0.028448964,,,,,,,
5.021,0.028070839,,,,,,,
5.022,0.027701583,,,,,,,
5.023,0.027340953,,,,,,,
5.024,0.026988714,,,,,,,
5.025,0.026644638,,,,,,,
5.026,0.026308504,,,,,,,
5.027,0.025980098,,,,,,,
5.028,0.025659215,,,,,,,
5.029,0.025345653,,,,,,,
5.03,0.025039219,,,,,,,
5.031,0.024739725,,,,,,,
5.032,0.024446989,,,,,,,
5.033,0.024160834,,,,,,,
5.034,0.023881088,,,,,,,
5.035,0.023607587,,,,,,,
5.036,0.02334017,,,,,,,
5.037,0.023078679,,,,,,,
5.038,0.022822965,,,,,,,
5.039,0.022572879,,,,,,,
5.04,0.02232828,,,,,,,
5.041,0.022089029,,,,,,,
5.042,0.021854992,,,,,,,
5.043,0.021626038,,,,,,,
5.044,0.021402042,,,,,,,
5.045,0.02118288,,,,,,,
5.046,0.020968432,,,,,,,
5.047,0.020758583,,,,,,,
5.048,0.02055322,,,,,,,
5.049,0.020352233,,,,,,,
5.05,0.020155517,,,,,,,
5.051,0.019962967,,,,,,,
5.052,0.019774484,,,,,,,
5.053,0.019589969,,,,,,,
5.054,0.019409327,,,,,,,
5.055,0.019232466,,,,,,,
5.056,0.019059296,,,,,,,
5.057,0.01888973,,,,,,,
5.058,0.018723682,,,,,,,
5.059,0.01856107,,,,,,,
5.06,0.018401813,,,,,,,
5.061,0.018245833,,,,,,,
5.062,0.018093053,,,,,,,
5.063,0.0179434,,,,,,,
5.064,0.0177968,,,,,,,
5.065,0.017653184,,,,,,,
5.066,0.017512483,,,,,,,
5.067,0.01737463,,,,,,,
5.068,0.01723956,,,,,,,
5.069,0.01710721,,,,,,,
5.07,0.016977518,,,,,,,
5.071,0.016850425,,,,,,,
5.072,0.01672587,,,,,,,
5.073,0.016603798,,,,,,,
5.074,0.016484153,,,,,,,
5.075,0.01636688,,,,,,,
5.076,0.016251927,,,,,,,
5.077,0.016139243,,,,,,,
5.078,0.016028776,,,,,,,
5.079,0.015920478,,,,,,,
5.08,0.015814302,,,,,,,
5.081,0.0157102,,,,,,,
5.082,0.015608127,,,,,,,
5.083,0.01550804,,,,,,,
5.084,0.015409894,,,,,,,
5.085,0.015313648,,,,,,,
5.086,0.01521926,,,,,,,
5.087,0.01512669,,,,,,,
5.088,0.0150359,,,,,,,
5.089,0.014946851,,,,,,,
5.09,0.014859506,,,,,,,
5.091,0.014773828,,,,,,,
5.092,0.014689781,,,,,,,
5.093,0.014607332,,,,,,,
5.094,0.014526446,,,,,,,
5.095,0.01444709,,,,,,,
5.096,0.014369233,,,,,,,
5.097,0.014292841,,,,,,,
5.098,0.014217885,,,,,,,
5.099,0.014144335,,,,,,,
5.1,0.014072161,,,,,,,
5.101,0.014001335,,,,,,,
5.102,0.013931828,,,,,,,
5.103,0.013863614,,,,,,,
5.104,0.013796665,,,,,,,
5.105,0.013730955,,,,,,,
5.106,0.013666459,,,,,,,
5.107,0.013603152,,,,,,,
5.108,0.01354101,,,,,,,
5.109,0.013480008,,,,,,,
5.11,0.013420124,,,,,,,
5.111,0.013361334,,,,,,,
5.112,0.013303617,,,,,,,
5.113,0.013246951,,,,,,,
5.114,0.013191314,,,,,,,
5.115,0.013136686,,,,,,,
5.116,0.013083046,,,,,,,
5.117,0.013030375,,,,,,,
5.118,0.012978653,,,,,,,
5.119,0.012927861,,,,,,,
5.12,0.012877981,,,,,,,
5.121,0.012828994,,,,,,,
5.122,0.012780883,,,,,,,
5.123,0.01273363,,,,,,,
5.124,0.012687219,,,,,,,
5.125,0.012641632,,,,,,,
5.126,0.012596853,,,,,,,
5.127,0.012552867,,,,,,,
5.128,0.012509659,,,,,,,
5.129,0.012467211,,,,,,,
5.13,0.012425511,,,,,,,
5.131,0.012384543,,,,,,,
5.132,0.012344293,,,,,,,
5.133,0.012304747,,,,,,,
5.134,0.012265891,,,,,,,
5.135,0.012227712,,,,,,,
5.136,0.012190197,,,,,,,
5.137,0.012153334,,,,,,,
5.138,0.012117108,,,,,,,
5.139,0.01208151,,,,,,,
5.14,0.012046525,,,,,,,
5.141,0.012012143,,,,,,,
5.142,0.011978351,,,,,,,
5.143,0.01194514,,,,,,,
5.144,0.011912497,,,,,,,
5.145,0.011880412,,,,,,,
5.146,0.011848874,,,,,,,
5.147,0.011817873,,,,,,,
5.148,0.011787399,,,,,,,
5.149,0.011757442,,,,,,,
5.15,0.011727991,,,,,,,
5.151,0.011699039,,,,,,,
5.152,0.011670574,,,,,,,
5.153,0.011642588,,,,,,,
5.154,0.011615073,,,,,,,
5.155,0.011588018,,,,,,,
5.156,0.011561417,,,,,,,
5.157,0.011535259,,,,,,,
5.158,0.011509538,,,,,,,
5.159,0.011484244,,,,,,,
5.16,0.011459371,,,,,,,
5.161,0.011434909,,,,,,,
5.162,0.011410853,,,,,,,
5.163,0.011387193,,,,,,,
5.164,0.011363923,,,,,,,
5.165,0.011341036,,,,,,,
5.166,0.011318524,,,,,,,
5.167,0.011296382,,,,,,,
5.168,0.011274601,,,,,,,
5.169,0.011253176,,,,,,,
5.17,0.011232099,,,,,,,
5.171,0.011211365,,,,,,,
5.172,0.011190968,,,,,,,
5.173,0.011170901,,,,,,,
5.174,0.011151158,,,,,,,
5.175,0.011131733,,,,,,,
5.176,0.011112622,,,,,,,
5.177,0.011093817,,,,,,,
5.178,0.011075314,,,,,,,
5.179,0.011057106,,,,,,,
5.18,0.01103919,,,,,,,
5.181,0.011021559,,,,,,,
5.182,0.011004209,,,,,,,
5.183,0.010987134,,,,,,,
5.184,0.01097033,,,,,,,
5.185,0.010953791,,,,,,,
5.186,0.010937514,,,,,,,
5.187,0.010921493,,,,,,,
5.188,0.010905723,,,,,,,
5.189,0.010890201,,,,,,,
5.19,0.010874922,,,,,,,
5.191,0.010859882,,,,,,,
5.192,0.010845076,,,,,,,
5.193,0.010830501,,,,,,,
5.194,0.010816152,,,,,,,
5.195,0.010802026,,,,,,,
5.196,0.010788117,,,,,,,
5.197,0.010774424,,,,,,,
5.198,0.010760941,,,,,,,
5.199,0.010747666,,,,,,,
