Model: , Shkurtov mixing model of optical constants,,,,,,,
Timestamp: ,9/20/2022 10:14,,,,,,,
,Compound,Molecular Formula,Grainsize (micron),Concentration (%),Measurement Temperature,Wavelength,"Author,Year",DOI
0,Ammonia,NH3,100,100,77-88K,0.4-5.2 micron,"Martonchik, 1984",https://doi.org/10.1364/AO.23.000541
,,,,,,,,
wave,Ammonia,,,,,,,
1.989,0.01086372,,,,,,,
1.99,0.010801427,,,,,,,
1.991,0.010748428,,,,,,,
1.992,0.010703205,,,,,,,
1.993,0.010664507,,,,,,,
1.994,0.010631293,,,,,,,
1.995,0.010602702,,,,,,,
1.996,0.010578014,,,,,,,
1.997,0.01055663,,,,,,,
1.998,0.010538049,,,,,,,
1.999,0.010521852,,,,,,,
2,0.010507685,,,,,,,
2.001,0.010522426,,,,,,,
2.002,0.010538688,,,,,,,
2.003,0.010556693,,,,,,,
2.004,0.010576698,,,,,,,
2.005,0.010599004,,,,,,,
2.006,0.010623959,,,,,,,
2.007,0.010651967,,,,,,,
2.008,0.010683503,,,,,,,
2.009,0.010719117,,,,,,,
2.01,0.010759454,,,,,,,
2.011,0.010805268,,,,,,,
2.012,0.010857442,,,,,,,
2.013,0.010917014,,,,,,,
2.014,0.010985199,,,,,,,
2.015,0.011063429,,,,,,,
2.016,0.011153392,,,,,,,
2.017,0.011257078,,,,,,,
2.018,0.011376839,,,,,,,
2.019,0.01151546,,,,,,,
2.02,0.011676248,,,,,,,
2.021,0.011863129,,,,,,,
2.022,0.012080786,,,,,,,
2.023,0.012334807,,,,,,,
2.024,0.012631886,,,,,,,
2.025,0.012980062,,,,,,,
2.026,0.013389015,,,,,,,
2.027,0.013870447,,,,,,,
2.028,0.014438556,,,,,,,
2.029,0.015110639,,,,,,,
2.03,0.015907864,,,,,,,
2.031,0.016856277,,,,,,,
2.032,0.017988103,,,,,,,
2.033,0.019343478,,,,,,,
2.034,0.020972751,,,,,,,
2.035,0.022939612,,,,,,,
2.036,0.025325391,,,,,,,
2.037,0.028235076,,,,,,,
2.038,0.031805903,,,,,,,
2.039,0.036219915,,,,,,,
2.04,0.041722787,,,,,,,
2.041,0.047450782,,,,,,,
2.042,0.048545386,,,,,,,
2.043,0.049677865,,,,,,,
2.044,0.050849822,,,,,,,
2.045,0.052062946,,,,,,,
2.046,0.053319017,,,,,,,
2.047,0.054619913,,,,,,,
2.048,0.055967617,,,,,,,
2.049,0.057364224,,,,,,,
2.05,0.058811949,,,,,,,
2.051,0.060313135,,,,,,,
2.052,0.061870263,,,,,,,
2.053,0.063485964,,,,,,,
2.054,0.065163028,,,,,,,
2.055,0.066904417,,,,,,,
2.056,0.06871328,,,,,,,
2.057,0.070592966,,,,,,,
2.058,0.072547043,,,,,,,
2.059,0.074579314,,,,,,,
2.06,0.076693837,,,,,,,
2.061,0.07889495,,,,,,,
2.062,0.081187291,,,,,,,
2.063,0.083575831,,,,,,,
2.064,0.0860659,,,,,,,
2.065,0.088663223,,,,,,,
2.066,0.091373959,,,,,,,
2.067,0.09420474,,,,,,,
2.068,0.097162724,,,,,,,
2.069,0.100255647,,,,,,,
2.07,0.103491882,,,,,,,
2.071,0.106880514,,,,,,,
2.072,0.110431414,,,,,,,
2.073,0.114155332,,,,,,,
2.074,0.118063999,,,,,,,
2.075,0.12217025,,,,,,,
2.076,0.126488158,,,,,,,
2.077,0.131033193,,,,,,,
2.078,0.135822414,,,,,,,
2.079,0.140874679,,,,,,,
2.08,0.146210909,,,,,,,
2.081,0.151854387,,,,,,,
2.082,0.157831124,,,,,,,
2.083,0.164170285,,,,,,,
2.084,0.166756173,,,,,,,
2.085,0.16733843,,,,,,,
2.086,0.167923284,,,,,,,
2.087,0.168510752,,,,,,,
2.088,0.169100852,,,,,,,
2.089,0.1696936,,,,,,,
2.09,0.170289014,,,,,,,
2.091,0.170887111,,,,,,,
2.092,0.171487909,,,,,,,
2.093,0.172091425,,,,,,,
2.094,0.172697679,,,,,,,
2.095,0.173306687,,,,,,,
2.096,0.173918468,,,,,,,
2.097,0.174533041,,,,,,,
2.098,0.175150424,,,,,,,
2.099,0.175770636,,,,,,,
2.1,0.176393696,,,,,,,
2.101,0.177019624,,,,,,,
2.102,0.177648439,,,,,,,
2.103,0.17828016,,,,,,,
2.104,0.178914807,,,,,,,
2.105,0.179552401,,,,,,,
2.106,0.180192961,,,,,,,
2.107,0.180836508,,,,,,,
2.108,0.181483063,,,,,,,
2.109,0.182132646,,,,,,,
2.11,0.182785278,,,,,,,
2.111,0.183440981,,,,,,,
2.112,0.184099777,,,,,,,
2.113,0.184761686,,,,,,,
2.114,0.185426731,,,,,,,
2.115,0.186094934,,,,,,,
2.116,0.186766318,,,,,,,
2.117,0.187440904,,,,,,,
2.118,0.188118717,,,,,,,
2.119,0.188799778,,,,,,,
2.12,0.189484111,,,,,,,
2.121,0.190171741,,,,,,,
2.122,0.19086269,,,,,,,
2.123,0.191556983,,,,,,,
2.124,0.192254644,,,,,,,
2.125,0.192955698,,,,,,,
2.126,0.193660169,,,,,,,
2.127,0.194368084,,,,,,,
2.128,0.194896979,,,,,,,
2.129,0.195073513,,,,,,,
2.13,0.195250138,,,,,,,
2.131,0.195426854,,,,,,,
2.132,0.19560366,,,,,,,
2.133,0.195780558,,,,,,,
2.134,0.195957546,,,,,,,
2.135,0.196134625,,,,,,,
2.136,0.196311795,,,,,,,
2.137,0.196489056,,,,,,,
2.138,0.196666409,,,,,,,
2.139,0.196843853,,,,,,,
2.14,0.197021388,,,,,,,
2.141,0.197199014,,,,,,,
2.142,0.197376732,,,,,,,
2.143,0.197554542,,,,,,,
2.144,0.197732443,,,,,,,
2.145,0.197910436,,,,,,,
2.146,0.19808852,,,,,,,
2.147,0.198266697,,,,,,,
2.148,0.198444965,,,,,,,
2.149,0.198623325,,,,,,,
2.15,0.198801778,,,,,,,
2.151,0.198980322,,,,,,,
2.152,0.199158959,,,,,,,
2.153,0.199337688,,,,,,,
2.154,0.19951651,,,,,,,
2.155,0.199695424,,,,,,,
2.156,0.19987443,,,,,,,
2.157,0.200053529,,,,,,,
2.158,0.200232721,,,,,,,
2.159,0.200412006,,,,,,,
2.16,0.200591383,,,,,,,
2.161,0.200770853,,,,,,,
2.162,0.200950416,,,,,,,
2.163,0.201130073,,,,,,,
2.164,0.201309822,,,,,,,
2.165,0.201489665,,,,,,,
2.166,0.201669601,,,,,,,
2.167,0.20184963,,,,,,,
2.168,0.202029753,,,,,,,
2.169,0.202209969,,,,,,,
2.17,0.202390279,,,,,,,
2.171,0.202570682,,,,,,,
2.172,0.20275118,,,,,,,
2.173,0.202931771,,,,,,,
2.174,0.201819049,,,,,,,
2.175,0.188009552,,,,,,,
2.176,0.175648167,,,,,,,
2.177,0.164519829,,,,,,,
2.178,0.154451723,,,,,,,
2.179,0.145303011,,,,,,,
2.18,0.136957495,,,,,,,
2.181,0.129318277,,,,,,,
2.182,0.12230378,,,,,,,
2.183,0.11584474,,,,,,,
2.184,0.109881908,,,,,,,
2.185,0.104364245,,,,,,,
2.186,0.099247522,,,,,,,
2.187,0.094493185,,,,,,,
2.188,0.09006746,,,,,,,
2.189,0.085940618,,,,,,,
2.19,0.082086376,,,,,,,
2.191,0.078481403,,,,,,,
2.192,0.075104914,,,,,,,
2.193,0.071938323,,,,,,,
2.194,0.068964963,,,,,,,
2.195,0.066169835,,,,,,,
2.196,0.063539409,,,,,,,
2.197,0.061061444,,,,,,,
2.198,0.058724839,,,,,,,
2.199,0.056519505,,,,,,,
2.2,0.054436247,,,,,,,
2.201,0.052466671,,,,,,,
2.202,0.050603102,,,,,,,
2.203,0.048838501,,,,,,,
2.204,0.047166407,,,,,,,
2.205,0.045580879,,,,,,,
2.206,0.044076443,,,,,,,
2.207,0.042648048,,,,,,,
2.208,0.041291029,,,,,,,
2.209,0.040001069,,,,,,,
2.21,0.038774166,,,,,,,
2.211,0.03760661,,,,,,,
2.212,0.036494954,,,,,,,
2.213,0.035435994,,,,,,,
2.214,0.034426745,,,,,,,
2.215,0.033464426,,,,,,,
2.216,0.032546442,,,,,,,
2.217,0.031670371,,,,,,,
2.218,0.030833948,,,,,,,
2.219,0.030035054,,,,,,,
2.22,0.029271703,,,,,,,
2.221,0.028542036,,,,,,,
2.222,0.027844308,,,,,,,
2.223,0.024003618,,,,,,,
2.224,0.02047585,,,,,,,
2.225,0.017917526,,,,,,,
2.226,0.016038404,,,,,,,
2.227,0.014643077,,,,,,,
2.228,0.013597064,,,,,,,
2.229,0.012806146,,,,,,,
2.23,0.012203317,,,,,,,
2.231,0.011740332,,,,,,,
2.232,0.011382079,,,,,,,
2.233,0.010297781,,,,,,,
2.234,0.010162493,,,,,,,
2.235,0.010156381,,,,,,,
2.236,0.01016947,,,,,,,
2.237,0.010186612,,,,,,,
2.238,0.010242208,,,,,,,
2.239,0.010304077,,,,,,,
2.24,0.010366314,,,,,,,
2.241,0.010428963,,,,,,,
2.242,0.010492088,,,,,,,
2.243,0.010502199,,,,,,,
2.244,0.010502826,,,,,,,
2.245,0.010503601,,,,,,,
2.246,0.010504559,,,,,,,
2.247,0.010505747,,,,,,,
2.248,0.010507222,,,,,,,
2.249,0.01050906,,,,,,,
2.25,0.01051136,,,,,,,
2.251,0.01051425,,,,,,,
2.252,0.010517899,,,,,,,
2.253,0.010522535,,,,,,,
2.254,0.010528463,,,,,,,
2.255,0.010536101,,,,,,,
2.256,0.010546024,,,,,,,
2.257,0.01055903,,,,,,,
2.258,0.010576245,,,,,,,
2.259,0.010599264,,,,,,,
2.26,0.010630368,,,,,,,
2.261,0.010672856,,,,,,,
2.262,0.010731531,,,,,,,
2.263,0.010813443,,,,,,,
2.264,0.010929037,,,,,,,
2.265,0.011093913,,,,,,,
2.266,0.011331596,,,,,,,
2.267,0.011677929,,,,,,,
2.268,0.012188187,,,,,,,
2.269,0.012948824,,,,,,,
2.27,0.014097431,,,,,,,
2.271,0.01585778,,,,,,,
2.272,0.018604056,,,,,,,
2.273,0.021621965,,,,,,,
2.274,0.021798351,,,,,,,
2.275,0.021977765,,,,,,,
2.276,0.022160262,,,,,,,
2.277,0.022345901,,,,,,,
2.278,0.02253474,,,,,,,
2.279,0.022726839,,,,,,,
2.28,0.02292226,,,,,,,
2.281,0.023121065,,,,,,,
2.282,0.023323317,,,,,,,
2.283,0.023529084,,,,,,,
2.284,0.02373843,,,,,,,
2.285,0.023951425,,,,,,,
2.286,0.024168139,,,,,,,
2.287,0.024388641,,,,,,,
2.288,0.024613007,,,,,,,
2.289,0.024841309,,,,,,,
2.29,0.025073625,,,,,,,
2.291,0.025310031,,,,,,,
2.292,0.025550609,,,,,,,
2.293,0.025795438,,,,,,,
2.294,0.026044603,,,,,,,
2.295,0.026298188,,,,,,,
2.296,0.026556281,,,,,,,
2.297,0.026818971,,,,,,,
2.298,0.02708635,,,,,,,
2.299,0.027358509,,,,,,,
2.3,0.027635546,,,,,,,
2.301,0.027917558,,,,,,,
2.302,0.028204644,,,,,,,
2.303,0.028496908,,,,,,,
2.304,0.028794454,,,,,,,
2.305,0.029097389,,,,,,,
2.306,0.029405824,,,,,,,
2.307,0.029719871,,,,,,,
2.308,0.030039646,,,,,,,
2.309,0.030365267,,,,,,,
2.31,0.030696854,,,,,,,
2.311,0.031034532,,,,,,,
2.312,0.031378428,,,,,,,
2.313,0.031728672,,,,,,,
2.314,0.032085399,,,,,,,
2.315,0.032448743,,,,,,,
2.316,0.032818847,,,,,,,
2.317,0.033195855,,,,,,,
2.318,0.033579912,,,,,,,
2.319,0.033971172,,,,,,,
2.32,0.03436979,,,,,,,
2.321,0.034775924,,,,,,,
2.322,0.035189738,,,,,,,
2.323,0.035611401,,,,,,,
2.324,0.036041085,,,,,,,
2.325,0.036478966,,,,,,,
2.326,0.037017896,,,,,,,
2.327,0.037701787,,,,,,,
2.328,0.038405656,,,,,,,
2.329,0.039130193,,,,,,,
2.33,0.039876119,,,,,,,
2.331,0.040644184,,,,,,,
2.332,0.041435172,,,,,,,
2.333,0.042249901,,,,,,,
2.334,0.043089223,,,,,,,
2.335,0.043954032,,,,,,,
2.336,0.044845259,,,,,,,
2.337,0.045763879,,,,,,,
2.338,0.046710911,,,,,,,
2.339,0.047687422,,,,,,,
2.34,0.04869453,,,,,,,
2.341,0.049733404,,,,,,,
2.342,0.050805271,,,,,,,
2.343,0.051911419,,,,,,,
2.344,0.053053197,,,,,,,
2.345,0.054232022,,,,,,,
2.346,0.055449385,,,,,,,
2.347,0.05670685,,,,,,,
2.348,0.058006065,,,,,,,
2.349,0.059348762,,,,,,,
2.35,0.060736768,,,,,,,
2.351,0.062172007,,,,,,,
2.352,0.063656508,,,,,,,
2.353,0.065192415,,,,,,,
2.354,0.066781991,,,,,,,
2.355,0.068427628,,,,,,,
2.356,0.070131859,,,,,,,
2.357,0.071897365,,,,,,,
2.358,0.073726988,,,,,,,
2.359,0.075623743,,,,,,,
2.36,0.077590832,,,,,,,
2.361,0.079631659,,,,,,,
2.362,0.081749844,,,,,,,
2.363,0.083949245,,,,,,,
2.364,0.086233977,,,,,,,
2.365,0.08860843,,,,,,,
2.366,0.0910773,,,,,,,
2.367,0.09364561,,,,,,,
2.368,0.096318746,,,,,,,
2.369,0.099102486,,,,,,,
2.37,0.102003041,,,,,,,
2.371,0.105027094,,,,,,,
2.372,0.108181851,,,,,,,
2.373,0.111475095,,,,,,,
2.374,0.114915244,,,,,,,
2.375,0.118511418,,,,,,,
2.376,0.122273525,,,,,,,
2.377,0.126212343,,,,,,,
2.378,0.130339625,,,,,,,
2.379,0.134668217,,,,,,,
2.38,0.139212194,,,,,,,
2.381,0.143762582,,,,,,,
2.382,0.143939426,,,,,,,
2.383,0.144116451,,,,,,,
2.384,0.14429366,,,,,,,
2.385,0.144471053,,,,,,,
2.386,0.144648628,,,,,,,
2.387,0.144826388,,,,,,,
2.388,0.145004332,,,,,,,
2.389,0.145182459,,,,,,,
2.39,0.145360772,,,,,,,
2.391,0.145539269,,,,,,,
2.392,0.145717951,,,,,,,
2.393,0.145896818,,,,,,,
2.394,0.146075871,,,,,,,
2.395,0.146255109,,,,,,,
2.396,0.146434533,,,,,,,
2.397,0.146614144,,,,,,,
2.398,0.146793941,,,,,,,
2.399,0.146973924,,,,,,,
2.4,0.147154095,,,,,,,
2.401,0.147334453,,,,,,,
2.402,0.147514998,,,,,,,
2.403,0.14769573,,,,,,,
2.404,0.147876651,,,,,,,
2.405,0.14805776,,,,,,,
2.406,0.148239057,,,,,,,
2.407,0.148420543,,,,,,,
2.408,0.148602218,,,,,,,
2.409,0.148784082,,,,,,,
2.41,0.148966136,,,,,,,
2.411,0.149148379,,,,,,,
2.412,0.149330812,,,,,,,
2.413,0.149513435,,,,,,,
2.414,0.149696249,,,,,,,
2.415,0.149879253,,,,,,,
2.416,0.150062448,,,,,,,
2.417,0.150245835,,,,,,,
2.418,0.150429413,,,,,,,
2.419,0.150613183,,,,,,,
2.42,0.150797144,,,,,,,
2.421,0.150981298,,,,,,,
2.422,0.151165645,,,,,,,
2.423,0.151350184,,,,,,,
2.424,0.151534916,,,,,,,
2.425,0.151719842,,,,,,,
2.426,0.151904961,,,,,,,
2.427,0.152090274,,,,,,,
2.428,0.15227578,,,,,,,
2.429,0.152461482,,,,,,,
2.43,0.152647378,,,,,,,
2.431,0.152833468,,,,,,,
2.432,0.153019754,,,,,,,
2.433,0.153206236,,,,,,,
2.434,0.153392913,,,,,,,
2.435,0.153579785,,,,,,,
2.436,0.153766855,,,,,,,
2.437,0.15395412,,,,,,,
2.438,0.154141583,,,,,,,
2.439,0.154329242,,,,,,,
2.44,0.154424079,,,,,,,
2.441,0.154516603,,,,,,,
2.442,0.154609135,,,,,,,
2.443,0.154701677,,,,,,,
2.444,0.154794229,,,,,,,
2.445,0.154886789,,,,,,,
2.446,0.154979359,,,,,,,
2.447,0.155071939,,,,,,,
2.448,0.155164527,,,,,,,
2.449,0.155257125,,,,,,,
2.45,0.155349732,,,,,,,
2.451,0.155442349,,,,,,,
2.452,0.155534975,,,,,,,
2.453,0.15562761,,,,,,,
2.454,0.155720254,,,,,,,
2.455,0.155812908,,,,,,,
2.456,0.15590557,,,,,,,
2.457,0.155998243,,,,,,,
2.458,0.156090924,,,,,,,
2.459,0.156183615,,,,,,,
2.46,0.156276315,,,,,,,
2.461,0.156369024,,,,,,,
2.462,0.156461742,,,,,,,
2.463,0.15655447,,,,,,,
2.464,0.156647207,,,,,,,
2.465,0.156739953,,,,,,,
2.466,0.156832708,,,,,,,
2.467,0.156925472,,,,,,,
2.468,0.157018246,,,,,,,
2.469,0.157111029,,,,,,,
2.47,0.157203821,,,,,,,
2.471,0.157296623,,,,,,,
2.472,0.157389433,,,,,,,
2.473,0.157482253,,,,,,,
2.474,0.157575082,,,,,,,
2.475,0.15766792,,,,,,,
2.476,0.157760767,,,,,,,
2.477,0.157853624,,,,,,,
2.478,0.15794649,,,,,,,
2.479,0.158039364,,,,,,,
2.48,0.158132248,,,,,,,
2.481,0.158225141,,,,,,,
2.482,0.158318044,,,,,,,
2.483,0.158410955,,,,,,,
2.484,0.158503876,,,,,,,
2.485,0.158596806,,,,,,,
2.486,0.158689744,,,,,,,
2.487,0.158782692,,,,,,,
2.488,0.15887565,,,,,,,
2.489,0.158968616,,,,,,,
2.49,0.159061591,,,,,,,
2.491,0.159154576,,,,,,,
2.492,0.159247569,,,,,,,
2.493,0.159340572,,,,,,,
2.494,0.159433584,,,,,,,
2.495,0.159526605,,,,,,,
2.496,0.159619635,,,,,,,
2.497,0.159712674,,,,,,,
2.498,0.159805723,,,,,,,
2.499,0.15989878,,,,,,,
2.5,0.159991846,,,,,,,
2.501,0.158576744,,,,,,,
2.502,0.157181817,,,,,,,
2.503,0.155806648,,,,,,,
2.504,0.154450833,,,,,,,
2.505,0.153113979,,,,,,,
2.506,0.151795704,,,,,,,
2.507,0.150495634,,,,,,,
2.508,0.149213409,,,,,,,
2.509,0.147948676,,,,,,,
2.51,0.146701093,,,,,,,
2.511,0.145470327,,,,,,,
2.512,0.144256052,,,,,,,
2.513,0.143057953,,,,,,,
2.514,0.141875722,,,,,,,
2.515,0.140709058,,,,,,,
2.516,0.13955767,,,,,,,
2.517,0.138421273,,,,,,,
2.518,0.137299588,,,,,,,
2.519,0.136192346,,,,,,,
2.52,0.135099283,,,,,,,
2.521,0.13402014,,,,,,,
2.522,0.132954666,,,,,,,
2.523,0.131902617,,,,,,,
2.524,0.130863754,,,,,,,
2.525,0.129837843,,,,,,,
2.526,0.128824656,,,,,,,
2.527,0.127823971,,,,,,,
2.528,0.12683557,,,,,,,
2.529,0.125859242,,,,,,,
2.53,0.124894779,,,,,,,
2.531,0.123941979,,,,,,,
2.532,0.123000643,,,,,,,
2.533,0.12207058,,,,,,,
2.534,0.121151599,,,,,,,
2.535,0.120243515,,,,,,,
2.536,0.119346149,,,,,,,
2.537,0.118459324,,,,,,,
2.538,0.117582866,,,,,,,
2.539,0.116716608,,,,,,,
2.54,0.115860383,,,,,,,
2.541,0.11501403,,,,,,,
2.542,0.114177391,,,,,,,
2.543,0.113350311,,,,,,,
2.544,0.112532638,,,,,,,
2.545,0.111724224,,,,,,,
2.546,0.110924924,,,,,,,
2.547,0.110134595,,,,,,,
2.548,0.109353099,,,,,,,
2.549,0.108580298,,,,,,,
2.55,0.10781606,,,,,,,
2.551,0.107060252,,,,,,,
2.552,0.106312748,,,,,,,
2.553,0.105573421,,,,,,,
2.554,0.104842149,,,,,,,
2.555,0.10411881,,,,,,,
2.556,0.103403286,,,,,,,
2.557,0.102695461,,,,,,,
2.558,0.101995222,,,,,,,
2.559,0.101302457,,,,,,,
2.56,0.100617057,,,,,,,
2.561,0.099938915,,,,,,,
2.562,0.099267924,,,,,,,
2.563,0.098603983,,,,,,,
2.564,0.09794699,,,,,,,
2.565,0.097489747,,,,,,,
2.566,0.097057859,,,,,,,
2.567,0.096629062,,,,,,,
2.568,0.096203325,,,,,,,
2.569,0.095780619,,,,,,,
2.57,0.095360913,,,,,,,
2.571,0.094944178,,,,,,,
2.572,0.094530385,,,,,,,
2.573,0.094119506,,,,,,,
2.574,0.093711513,,,,,,,
2.575,0.093306377,,,,,,,
2.576,0.092904071,,,,,,,
2.577,0.092504568,,,,,,,
2.578,0.092107841,,,,,,,
2.579,0.091713864,,,,,,,
2.58,0.091322611,,,,,,,
2.581,0.090934055,,,,,,,
2.582,0.090548171,,,,,,,
2.583,0.090164934,,,,,,,
2.584,0.08978432,,,,,,,
2.585,0.089406302,,,,,,,
2.586,0.089030859,,,,,,,
2.587,0.088657964,,,,,,,
2.588,0.088287596,,,,,,,
2.589,0.087919729,,,,,,,
2.59,0.087554342,,,,,,,
2.591,0.08719141,,,,,,,
2.592,0.086830913,,,,,,,
2.593,0.086472827,,,,,,,
2.594,0.086117131,,,,,,,
2.595,0.085763802,,,,,,,
2.596,0.085412819,,,,,,,
2.597,0.085064161,,,,,,,
2.598,0.084717808,,,,,,,
2.599,0.084373737,,,,,,,
2.6,0.084031929,,,,,,,
2.601,0.083692363,,,,,,,
2.602,0.08335502,,,,,,,
2.603,0.083019879,,,,,,,
2.604,0.082686922,,,,,,,
2.605,0.082356127,,,,,,,
2.606,0.082027478,,,,,,,
2.607,0.081700954,,,,,,,
2.608,0.081376537,,,,,,,
2.609,0.081054208,,,,,,,
2.61,0.08073395,,,,,,,
2.611,0.080415744,,,,,,,
2.612,0.080099572,,,,,,,
2.613,0.079785417,,,,,,,
2.614,0.07947326,,,,,,,
2.615,0.079163086,,,,,,,
2.616,0.078854877,,,,,,,
2.617,0.078548615,,,,,,,
2.618,0.078244285,,,,,,,
2.619,0.07794187,,,,,,,
2.62,0.077641353,,,,,,,
2.621,0.077342719,,,,,,,
2.622,0.077045951,,,,,,,
2.623,0.076751033,,,,,,,
2.624,0.076457951,,,,,,,
2.625,0.076166688,,,,,,,
2.626,0.075877229,,,,,,,
2.627,0.07558956,,,,,,,
2.628,0.075303664,,,,,,,
2.629,0.075019528,,,,,,,
2.63,0.074737137,,,,,,,
2.631,0.074456476,,,,,,,
2.632,0.074119129,,,,,,,
2.633,0.073704575,,,,,,,
2.634,0.073293649,,,,,,,
2.635,0.07288631,,,,,,,
2.636,0.072482517,,,,,,,
2.637,0.072082226,,,,,,,
2.638,0.0716854,,,,,,,
2.639,0.071291996,,,,,,,
2.64,0.070901977,,,,,,,
2.641,0.070515304,,,,,,,
2.642,0.070131938,,,,,,,
2.643,0.069751842,,,,,,,
2.644,0.069374979,,,,,,,
2.645,0.069001313,,,,,,,
2.646,0.068630807,,,,,,,
2.647,0.068263426,,,,,,,
2.648,0.067899136,,,,,,,
2.649,0.067537901,,,,,,,
2.65,0.067179688,,,,,,,
2.651,0.066824464,,,,,,,
2.652,0.066472195,,,,,,,
2.653,0.06612285,,,,,,,
2.654,0.065776395,,,,,,,
2.655,0.0654328,,,,,,,
2.656,0.065092033,,,,,,,
2.657,0.064754063,,,,,,,
2.658,0.064418861,,,,,,,
2.659,0.064086396,,,,,,,
2.66,0.063756639,,,,,,,
2.661,0.063429561,,,,,,,
2.662,0.063105133,,,,,,,
2.663,0.062783327,,,,,,,
2.664,0.062464115,,,,,,,
2.665,0.062147469,,,,,,,
2.666,0.061833363,,,,,,,
2.667,0.06152177,,,,,,,
2.668,0.061212663,,,,,,,
2.669,0.060906016,,,,,,,
2.67,0.060601803,,,,,,,
2.671,0.0603,,,,,,,
2.672,0.06000058,,,,,,,
2.673,0.05970352,,,,,,,
2.674,0.059408795,,,,,,,
2.675,0.059116381,,,,,,,
2.676,0.058826254,,,,,,,
2.677,0.058538391,,,,,,,
2.678,0.058252769,,,,,,,
2.679,0.057969364,,,,,,,
2.68,0.057688154,,,,,,,
2.681,0.057409118,,,,,,,
2.682,0.057132233,,,,,,,
2.683,0.056857477,,,,,,,
2.684,0.056584829,,,,,,,
2.685,0.056314267,,,,,,,
2.686,0.056045772,,,,,,,
2.687,0.055779323,,,,,,,
2.688,0.055514898,,,,,,,
2.689,0.055252478,,,,,,,
2.69,0.054992044,,,,,,,
2.691,0.054733575,,,,,,,
2.692,0.054477052,,,,,,,
2.693,0.054222456,,,,,,,
2.694,0.053969769,,,,,,,
2.695,0.053718971,,,,,,,
2.696,0.053470045,,,,,,,
2.697,0.053222971,,,,,,,
2.698,0.052977733,,,,,,,
2.699,0.052734312,,,,,,,
2.7,0.052492691,,,,,,,
2.701,0.052252853,,,,,,,
2.702,0.05201478,,,,,,,
2.703,0.051916876,,,,,,,
2.704,0.052147661,,,,,,,
2.705,0.052379848,,,,,,,
2.706,0.052613445,,,,,,,
2.707,0.052848462,,,,,,,
2.708,0.053084909,,,,,,,
2.709,0.053322797,,,,,,,
2.71,0.053562135,,,,,,,
2.711,0.053802934,,,,,,,
2.712,0.054045203,,,,,,,
2.713,0.054288954,,,,,,,
2.714,0.054534197,,,,,,,
2.715,0.054780943,,,,,,,
2.716,0.055029201,,,,,,,
2.717,0.055278984,,,,,,,
2.718,0.055530302,,,,,,,
2.719,0.055783165,,,,,,,
2.72,0.056037586,,,,,,,
2.721,0.056293575,,,,,,,
2.722,0.056551143,,,,,,,
2.723,0.056810303,,,,,,,
2.724,0.057071064,,,,,,,
2.725,0.05733344,,,,,,,
2.726,0.057597442,,,,,,,
2.727,0.057863081,,,,,,,
2.728,0.05813037,,,,,,,
2.729,0.058399321,,,,,,,
2.73,0.058669946,,,,,,,
2.731,0.058942256,,,,,,,
2.732,0.059216266,,,,,,,
2.733,0.059491986,,,,,,,
2.734,0.05976943,,,,,,,
2.735,0.060048611,,,,,,,
2.736,0.060329541,,,,,,,
2.737,0.060612233,,,,,,,
2.738,0.060896701,,,,,,,
2.739,0.061182958,,,,,,,
2.74,0.061471017,,,,,,,
2.741,0.061760892,,,,,,,
2.742,0.062052596,,,,,,,
2.743,0.062346143,,,,,,,
2.744,0.062641547,,,,,,,
2.745,0.062938822,,,,,,,
2.746,0.063237983,,,,,,,
2.747,0.063539043,,,,,,,
2.748,0.063842018,,,,,,,
2.749,0.064146921,,,,,,,
2.75,0.064453767,,,,,,,
2.751,0.064762572,,,,,,,
2.752,0.065073351,,,,,,,
2.753,0.065386118,,,,,,,
2.754,0.065700889,,,,,,,
2.755,0.06601768,,,,,,,
2.756,0.066336505,,,,,,,
2.757,0.066657382,,,,,,,
2.758,0.066980326,,,,,,,
2.759,0.067305353,,,,,,,
2.76,0.06763248,,,,,,,
2.761,0.067961722,,,,,,,
2.762,0.068293097,,,,,,,
2.763,0.068626622,,,,,,,
2.764,0.068962313,,,,,,,
2.765,0.069300187,,,,,,,
2.766,0.069640263,,,,,,,
2.767,0.069982557,,,,,,,
2.768,0.070327088,,,,,,,
2.769,0.070673872,,,,,,,
2.77,0.071022929,,,,,,,
2.771,0.071374276,,,,,,,
2.772,0.071727932,,,,,,,
2.773,0.072083916,,,,,,,
2.774,0.072442246,,,,,,,
2.775,0.072802942,,,,,,,
2.776,0.073166023,,,,,,,
2.777,0.073531508,,,,,,,
2.778,0.072095994,,,,,,,
2.779,0.065026215,,,,,,,
2.78,0.058919668,,,,,,,
2.781,0.053615318,,,,,,,
2.782,0.048984904,,,,,,,
2.783,0.044925009,,,,,,,
2.784,0.041351352,,,,,,,
2.785,0.038194588,,,,,,,
2.786,0.035397181,,,,,,,
2.787,0.032911029,,,,,,,
2.788,0.030695646,,,,,,,
2.789,0.028716739,,,,,,,
2.79,0.026945108,,,,,,,
2.791,0.025355754,,,,,,,
2.792,0.023927178,,,,,,,
2.793,0.022640815,,,,,,,
2.794,0.021480564,,,,,,,
2.795,0.020432414,,,,,,,
2.796,0.019484134,,,,,,,
2.797,0.018625006,,,,,,,
2.798,0.017845619,,,,,,,
2.799,0.017137681,,,,,,,
2.8,0.016493871,,,,,,,
